Kc_s,mu_max,Yxs,Yxp,Yxco2,F0,mu0,s_f,Ki_p,sample_volume,timestamp,m_Glucose,m_Biomass,m_Product,m_CO2,v_Volume,v_Feed_accum,m_CO2_gas,c_Glucose,c_Biomass,c_Product,c_CO2,mu_true
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,0.6006006006006006,75.35439153771921,530.7818282589534,25.287587326123393,0.0,1000.5730077381677,0.5730077381678282,1.3911333977783624,0.07531123761579438,0.530477860340052,0.025273105641023558,0.0,0.09902493961535755
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,0.6606606606606606,75.42073937616861,533.9468505212803,27.887685545579828,0.0,1000.6322241284053,0.6322241284053712,1.53417130107621,0.07537308669212947,0.5336094897267291,0.027870065417762484,0.0,0.09895218173548566
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,0.7207207207207207,75.49207398970051,537.1284596264271,30.501410026372685,0.0,1000.6917972429858,0.691797242985905,1.6779588190758268,0.07543988488532569,0.5367571325219954,0.030480323822387044,0.0,0.09888324911241704
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,0.7807807807807807,75.56825059301323,540.3268499940302,33.128920486225574,0.0,1000.7517292308196,0.7517292308196891,1.822504738248484,0.07551148640142265,0.5399209756143283,0.03310403521529615,0.0,0.09881798631981431
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,0.8408408408408409,75.64912797033922,543.54221480494,35.770375625186574,0.0,1000.8120222535947,0.8120222535947814,1.967817789080576,0.07558774903602283,0.5431012045408987,0.03574135285129774,0.0,0.09875624156867871
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,0.9009009009009009,75.73456186468405,546.7747496291285,38.42593610599145,0.0,1000.8726784867856,0.8726784867857149,2.113906810030854,0.07566852756854824,0.5462980071109489,0.03839243185665476,0.0,0.0986978608635367
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,0.960960960960961,75.8244270713398,550.0246403990292,41.09575467403974,0.0,1000.9337001180954,0.9337001180954358,2.2607802040056106,0.07575369583659101,0.5495115613892653,0.04105741935673766,0.0,0.09864270766218065
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.021021021021021,75.91860795582896,553.2920685718802,43.77998039831176,0.0,1000.995089348138,0.9950893481380714,2.4084461716621255,0.07584313725781434,0.5527420408547576,0.04373645871412006,0.0,0.09859065436622584
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.0810810810810811,76.01699107896557,556.5772151532102,46.47876197670407,0.0,1001.0568483911239,1.056848391124043,2.556912893243432,0.07593673746015361,0.5559896184195019,0.04642969283053574,0.0,0.09854157576953415
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.1411411411411412,76.1194651968552,559.8802606968386,49.19224773602931,0.0,1001.11897947486,1.1189794748600639,2.706188528578312,0.07603438428146063,0.5592544664276823,0.049137264145999164,0.0,0.09849534907945878
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.2012012012012012,76.22592126089496,563.2013853048755,51.9205856320165,0.0,1001.1814848407491,1.181484840749145,2.856281217081307,0.07613596776913996,0.5625367566545241,0.05185931463792016,0.0,0.09845185393568957
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.2612612612612613,76.33625241777351,566.5407686277218,54.66392324931072,0.0,1001.2443667437906,1.2443667437905879,3.007199077752705,0.0762413801797771,0.5658366603052205,0.054595985820211586,0.0,0.09841097242677456
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.3213213213213213,76.45035400947104,569.8985898640692,57.42240780147331,0.0,1001.3076274525799,1.307627452579989,3.15895020917855,0.07635051597875857,0.569154348013851,0.05734741874239117,0.0,0.09837258910439403
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.3813813813813816,76.5681235732593,573.2750277609,60.19618613098194,0.0,1001.3712692493092,1.371269249309241,3.3115426895306435,0.0764632718398837,0.5724899898422919,0.06011375398867673,0.0,0.09833659099546273
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.4414414414414414,76.68946084170155,576.6702606134869,62.985404709230046,0.0,1001.4352944297665,1.4352944297665218,3.4649845765665166,0.07657954664496798,0.575843755279119,0.06289513167707451,0.0,0.09830286761213539
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.5015015015015016,76.8142677426526,580.0844662653943,65.79020963652803,0.0,1001.4997053033362,1.4997053033363195,3.619283907629497,0.07669924148343803,0.5792158132385044,0.06569169145846265,0.0,0.098271310959791
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.5615615615615615,76.94244839925885,583.5178221084763,68.6107466421017,0.0,1001.5645041929994,1.5645041929993986,3.774448699648619,0.07682225965191773,0.5826063320591018,0.06850357251566551,0.0,0.09824181554306866
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.6216216216216217,77.07390437905039,586.9705076975721,71.44716323209133,0.0,1001.6296934361955,1.629693436195585,3.930487067305423,0.07694850191056167,0.5860154821128638,0.07133091570696587,0.0,0.09821427426693184
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.6816816816816818,77.2085429377381,590.4427003511483,74.29960507543424,0.0,1001.6952753858735,1.695275385873623,4.087407024212325,0.07707787471394012,0.5894434314105133,0.07417385995637497,0.0,0.09818858558742659
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.7417417417417418,77.34630331959126,593.9345607210515,77.16820414926843,0.0,1001.7612524065353,1.7612524065353636,4.245215830761628,0.07721031646390984,0.5928903311984168,0.07703253041968526,0.0,0.09816467607044574
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.8018018018018018,77.48712673252285,597.4462491838692,80.05309220460397,0.0,1001.8276268772267,1.827626877226808,4.403920734905774,0.07734576752894722,0.5963563323225122,0.0799070519288189,0.0,0.09814247433129696
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.8618618618618619,77.63095445794087,600.9779268758335,82.95440161650654,0.0,1001.8944011917822,1.8944011917823285,4.563529018928064,0.077484168357061,0.5998415862599422,0.0827975498394141,0.0,0.09812190941372818
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.921921921921922,77.77772785074822,604.529755692821,85.87226538409769,0.0,1001.9615777588245,1.9615777588246703,4.724047999442671,0.07762545947592171,0.6033462451175282,0.08570415002956074,0.0,0.09810291080479176
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,1.981981981981982,77.92738833934278,608.1018982903527,88.80681713055449,0.0,1002.0291590017649,2.0291590017649503,4.885485027394628,0.07776958149299279,0.6068704616302304,0.08862697889852332,0.0,0.09808540844922237
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.042042042042042,78.07987742561738,611.6945180835938,91.7581911031099,0.0,1002.0971473588025,2.0971473588026575,5.047847488059831,0.07791647509566331,0.6104143891595927,0.09156616336545235,0.0,0.098069332763331
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.1021021021021022,78.23513668495984,615.3077792473545,94.72652217305249,0.0,1002.1655452829256,2.1655452829256543,5.211142801045048,0.07806608105138253,0.6139781816921718,0.09452183086808262,0.0,0.0980546146484178
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.1621621621621623,78.39310776625288,618.9418467160889,97.71194583572647,0.0,1002.2343552419101,2.2343552419101713,5.3753784202879,0.07821834020779608,0.6175619938379526,0.09749410936141943,0.0,0.09804118550370634
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.2222222222222223,78.55373239187422,622.596886183896,100.71459821053193,0.0,1002.3035797183207,2.3035797183208166,5.540561834056886,0.07837319349288399,0.6211659808287481,0.1004831273164124,0.0,0.09802897723880327
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.2822822822822824,78.7169523576965,626.2730641045189,103.73461604092437,0.0,1002.3732212095105,2.373221209510562,5.70670056495135,0.07853058191510039,0.624790298516583,0.10348901371861603,0.0,0.09801792228568651
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.3423423423423424,78.88270953308736,629.9705476913454,106.77213669441535,0.0,1002.4432822276207,2.4432822276207604,5.873802169901523,0.07869044656351519,0.6284351033720634,0.1065118980668385,0.0,0.09800795361022636
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.4024024024024024,79.0509458609094,633.6895049174076,109.82729816257192,0.0,1002.5137652995811,2.513765299581133,6.041874240168486,0.07885272860795742,0.6321005524827304,0.10955191037177653,0.0,0.09799900472324291
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.4624624624624625,79.22160335752011,637.4301045153824,112.90023906101699,0.0,1002.5846729671097,2.584672967109774,6.2109244013441955,0.07901736929916045,0.635786803551398,0.11260918115463824,0.0,0.09799100969110522
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.5225225225225225,79.39462235519348,641.1925169413515,115.99109942116831,0.0,1002.6560077869668,2.6560077869669354,6.38096035690702,0.0791843082159663,0.6394940158555206,0.11568384223536494,0.0,0.09798390168962917
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.5825825825825826,79.56992203662791,644.9769251580608,119.10002954879644,0.0,1002.7277723357903,2.7277723357904016,6.551990375553162,0.07935346385318008,0.6432223609959743,0.11877603556482787,0.0,0.0979775969507935
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.6426426426426426,79.74748172032879,648.7834802515712,122.22715356264855,0.0,1002.7999692018573,2.7999692018573525,6.724021285365201,0.07952481468841782,0.6469719786369231,0.12188587686129555,0.0,0.09797206197561542
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.7027027027027026,79.9272994859434,652.6123239216429,125.37258787052957,0.0,1002.8726009874098,2.8726009874098253,6.897059490227505,0.07969835790433247,0.6507429989403368,0.12501347404155827,0.0,0.09796727883330698
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.762762762762763,80.10937076035671,656.4636001877085,128.53645078587908,0.0,1002.9456703110761,2.9456703110761717,7.07111149885817,0.07987408803062063,0.6545355542380458,0.12815893681061696,0.0,0.09796322740318156
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.8228228228228227,80.29368831769146,660.3374553888727,131.71886252777122,0.0,1003.019179807871,3.0191798078710597,7.246183924809011,0.08005199694493556,0.6583497790295105,0.1313223766598382,0.0,0.09795988541056053
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.8828828828828827,80.48024227930807,664.2340381839134,134.91994522091497,0.0,1003.0931321291954,3.0931321291954763,7.422283486465582,0.08023207387381699,0.6621858099795683,0.13450390686508826,0.0,0.0979572284631373
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,2.942942942942943,80.66902011380468,668.1534995512799,138.13982289565374,0.0,1003.1675299428366,3.167529942836722,7.5994170070471485,0.08041430539363792,0.6660437859161502,0.13770364248484532,0.0,0.09795523008777828
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.0030030030030033,80.86000663701715,672.0959927890945,141.3786214879657,0.0,1003.2423759329683,3.242375932968416,7.77759141460671,0.0805986754315687,0.6699238478279754,0.140921700358291,0.0,0.09795386176773714
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.0630630630630633,81.05318401201905,676.0616735151515,144.63646883946353,0.0,1003.3176728001504,3.3176728001504907,7.9568137420309855,0.08078516526655853,0.673826138862218,0.1441581991033796,0.0,0.09795309298025894
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.123123123123123,81.2485317491217,680.0506996669183,147.91349469739492,0.0,1003.3934232613291,3.393423261329203,8.137091127040435,0.08097375353033473,0.677750804322147,0.14741325911488615,0.0,0.09795289123454809
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.183183183183183,81.44602670587408,684.063231501534,151.20983071464178,0.0,1003.4696300498371,3.4696300498371175,8.318430812189229,0.08116441620841985,0.6816979916647404,0.15068700256243128,0.0,0.09795322211007337
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.2432432432432434,81.64564308706292,688.0994315958104,154.5256104497209,0.0,1003.546295915393,3.54629591539312,8.500840144865268,0.08135712664116725,0.6856678504982721,0.15397955338848526,0.0,0.09795404929518182
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.3033033033033035,81.84735244471268,692.1594648462315,157.86096936678345,0.0,1003.6234236241023,3.623423624102408,8.684326577290172,0.08155185552481468,0.6896605325798706,0.15729103730634808,0.0,0.0979553346259921
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.3633633633633635,82.05112367808555,696.2434984689544,161.21604483561592,0.0,1003.7010159584564,3.7010159584565083,8.868897666519317,0.08174857091255716,0.693676191813053,0.1606215817981086,0.0,0.09795703812553674
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.423423423423423,82.2569230336813,700.3517019998068,164.590976131638,0.0,1003.7790757173332,3.7790757173332357,9.054561074441732,0.08194723821563807,0.6977149842452262,0.1639713161125778,0.0,0.09795911804312228
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.4834834834834836,82.46471410523763,704.4842472942913,167.98590443590604,0.0,1003.8576057159967,3.857605715996763,9.241324567780278,0.08214782020446024,0.7017770680651677,0.16734037126320409,0.0,0.09796153089387395
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.5435435435435436,82.67445783372982,708.641308527581,171.40097283510937,0.0,1003.9366087860974,3.9366087860975436,9.429196018091451,0.08235027700971581,0.7058626036004698,0.17072888002595862,0.0,0.0979642314984323
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.6036036036036037,82.8861125073709,712.8230621945228,174.83632632157327,0.0,1004.0160877756723,4.0160877756723785,9.618183401765545,0.08255456612353623,0.7099717533149619,0.17413697693720323,0.0,0.09796717302276724
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.6636636636636637,83.09962307528602,717.0296930033063,178.29211663496815,0.0,1004.0960455513139,4.096045551314026,9.808295066381183,0.08276063175775075,0.7141046876741861,0.1775648031131068,0.0,0.0979702986819565
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.7237237237237237,83.31493275964034,721.2613879263611,181.76849737506058,0.0,1004.176485004234,4.17648500423408,9.999539461845517,0.08296841641266779,0.7182615792116661,0.18101250137747865,0.0,0.09797355093196457
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.7837837837837833,83.53208613992676,725.518279577193,185.26557748520474,0.0,1004.2574090335772,4.2574090335773365,10.191922581404823,0.083177963526614,0.7224425461549523,0.18448016994317282,0.0,0.09797695135633797
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.843843843843844,83.75113276793986,729.8004988000934,188.7834644553265,0.0,1004.338820555481,4.338820555481124,10.385450338348647,0.08338932146585619,0.7266477048019058,0.1879679054434179,0.0,0.09798052492491803
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.9039039039039043,83.97211647950061,734.1081805281946,192.32226913437677,0.0,1004.4207225045665,4.420722504566604,10.580128830754898,0.08360253288095501,0.7308771753510462,0.19147580772209963,0.0,0.09798429170365142
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,3.963963963963964,84.19507539445644,738.4414637834702,195.88210573033138,0.0,1004.5031178339386,4.503117833938762,10.775964341489852,0.08381763470880069,0.7351310818982915,0.1950039798310651,0.0,0.09798826692945745
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.024024024024024,84.42004191668114,742.8004916767358,199.46309181019157,0.0,1004.5860095151863,4.586009515186421,10.97296333820816,0.0840346581746866,0.7394095524336554,0.19855252802739365,0.0,0.09799246108570399
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.084084084084084,84.64704273407496,747.1854114076476,203.06534829998347,0.0,1004.6694005383821,4.669400538382228,11.171132473352838,0.08425362879442164,0.7437127188379044,0.20212156177063303,0.0,0.09799687997831003
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.1441441441441444,84.87609881856449,751.5963742647035,206.68899948475823,0.0,1004.7532939120825,4.7532939120826585,11.370478584155258,0.08447456637648135,0.7480407168791718,0.2057111937200017,0.0,0.09800152481248331
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.2042042042042045,85.10722542610279,756.0335356252428,210.3341730085922,0.0,1004.837692663328,4.83769266332802,11.571008692635173,0.0846974850241989,0.7523936862095327,0.20932153973155632,0.0,0.09800639227009524
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.264264264264264,85.34043209666929,760.4970549554463,214.00099987458663,0.0,1004.9225998376423,4.922599837642447,11.772730005600692,0.08492239313799599,0.7567717703615323,0.2129527188553239,0.0,0.09801147458768507
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.324324324324325,85.57572265426988,764.9870958103357,217.68961444486825,0.0,1005.0080184990338,5.008018499033909,11.97564991464831,0.0851492934176546,0.7611751167446742,0.2166048533323991,0.0,0.0980167596350794
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.384384384384385,85.8130952069368,769.5038258337746,221.40015444058832,0.0,1005.093951729994,5.093951729994197,12.179775996162862,0.08537818286462977,0.7656038766418647,0.22027806859200433,0.0,0.09802223099460546
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.444444444444445,86.05254214672875,774.0474167584679,225.13276094192383,0.0,1005.1804026314989,5.180402631498942,12.385116011317582,0.0856090527844043,0.7700582052058124,0.22397249324851587,0.0,0.09802786804086822
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.504504504504505,86.29405014973081,778.6180444059612,228.8875783880761,0.0,1005.2673743230075,5.267374323007587,12.591677906074032,0.08584188878888577,0.7745382614553842,0.22768825909845064,0.0,0.09803364602105723
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.564564564564565,86.53760017605445,783.2158886866422,232.66475457727202,0.0,1005.3548699424633,5.354869942463423,12.799469811182174,0.0860766707988464,0.7790442082719168,0.23142550111741883,0.0,0.09803953613573971
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.624624624624625,86.78316746983764,787.8411335997401,236.46444066676392,0.0,1005.4428926462934,5.442892646293567,13.008500042180348,0.08631337304640657,0.7835762123954823,0.23518435745703775,0.0,0.09804550562009257
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.684684684684685,87.03072155924461,792.4939672333244,240.28679117282792,0.0,1005.5314456094088,5.531445609408944,13.218777099395194,0.08655196407756208,0.7881344444211074,0.23896496944180654,0.0,0.09805151782551894
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.744744744744745,87.28022625646615,797.174581764307,244.13196397076655,0.0,1005.6205320252043,5.620532025204339,13.430309667941792,0.08679240675475648,0.7927190787949496,0.24276748156594696,0.0,0.0980575323015899
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.804804804804805,87.53163965771935,801.883173458441,248.00012029490682,0.0,1005.7101551055582,5.710155105558347,13.643106617723559,0.08703465825949837,0.7973302938104232,0.24659204149020153,0.0,0.098063504878246
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.864864864864865,87.7849141432478,806.6199426703208,251.89142473860124,0.0,1005.8003180808333,5.800318080833408,13.857177003432298,0.08727867009502455,0.8019682716042799,0.2504388000385952,0.0,0.09806938774818977
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.924924924924925,88.0399938271068,811.3850952447797,255.8060464054895,0.0,1005.8910242002993,5.891024200299489,14.072530127881986,0.08752438555369367,0.8066331995454923,0.2543079123395695,0.0,0.0980751277055122
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,4.984984984984985,88.29677266539231,816.1788659211527,259.7441781363405,0.0,1005.9822767461951,5.982276746195243,14.289176599725428,0.08777169807701214,0.8113252934843413,0.2581995569310341,0.0,0.09808063607665564
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,5.045045045045045,88.5553065560032,821.0014025017643,263.7059413522785,0.0,1006.0740790118425,6.074079011842668,14.507123098642218,0.08802066209973472,0.8160446826223224,0.26211384117090886,0.0,0.09808594157175816
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,5.105105105105105,88.81570810158178,825.8528228546721,267.6914328831204,0.0,1006.166434303827,6.1664343038272476,14.726374951482656,0.088271388384203,0.8207914662012006,0.266050847808631,0.0,0.09809111285754521
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.06288149646531327,0.1,100.0,2.0,NaN,5.165165165165165,89.07807995804704,830.7332513687351,271.70075491558845,0.0,1006.2593459499019,6.259345949902064,14.946937779793805,0.08852397775640826,0.8255657497367427,0.2700106647547256,0.0,0.09809621032399932
