Kc_s,Kc_s2,mu_max,mu_max2,Yxs,Yxs2,Yxp,Yxco2,sample_volume,timestamp,m_Glucose,m_Biomass,m_Product,m_CO2,v_Volume,v_Feed_accum1,v_Feed_accum2,m_Glutamine,m_CO2_gas,c_Glucose,c_Biomass,c_Product,c_CO2,c_Feed,c_Glutamine,c_Glucose_feed1,c_Glutamine_feed1,c_Glutamine_feed2,mu_true
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,0.8008008008008007,49907.0170509046,550.2610535650759,41.28997051239621,0.0,1000.0,0.0,0.0,998.9947789286986,2.2714645028131963,49.9070170509046,0.5502610535650759,0.04128997051239621,0.0,0.0,0.9989947789286986,100,1,10,0.11958024728613892
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,0.8808808808808809,49897.222290586324,555.5555186019839,45.63942779087912,0.0,1000.0,0.0,0.0,998.8888896279603,2.510739021345738,49.89722229058632,0.5555555186019838,0.045639427790879115,0.0,0.0,0.9988888896279603,100,1,10,0.1195738359220095
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,0.960960960960961,49887.33382388146,560.900635739747,50.03049628923031,0.0,1000.0,0.0,0.0,998.7819872852051,2.7523026771112824,49.88733382388146,0.560900635739747,0.05003049628923031,0.0,0.0,0.9987819872852051,100,1,10,0.11956736251852357
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.0410410410410411,49877.35076441945,566.296884097592,54.463569608803645,0.0,1000.0,0.0,0.0,998.6740623180482,2.9961771231043097,49.87735076441945,0.566296884097592,0.05446356960880364,0.0,0.0,0.9986740623180482,100,1,10,0.11956082647515891
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.1211211211211212,49867.272217552505,571.7447472689108,58.93904502652598,0.0,1000.0,0.0,0.0,998.5651050546219,3.242384214521761,49.867272217552504,0.5717447472689108,0.05893904502652598,0.0,0.0,0.9985651050546219,100,1,10,0.1195542271855184
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.2012012012012012,49857.09728035566,577.2447133212606,63.45732349489654,0.0,1000.0,0.0,0.0,998.4551057335749,3.490946008762995,49.85709728035566,0.5772447133212606,0.06345732349489654,0.0,0.0,0.9984551057335749,100,1,10,0.11954756403732064
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.2812812812812813,49846.82504162672,582.7972747963638,68.0188096419873,0.0,1000.0,0.0,0.0,998.3440545040728,3.741884765429826,49.846825041626715,0.5827972747963638,0.06801880964198731,0.0,0.0,0.9983440545040728,100,1,10,0.11954083641239037
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.3613613613613615,49836.4545818863,588.402928710108,72.6239117714425,0.0,1000.0,0.0,0.0,998.2319414257979,3.995222946326479,49.836454581886294,0.588402928710108,0.07262391177144249,0.0,0.0,0.998231941425798,100,1,10,0.11953404368664883
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.4414414414414414,49825.98497337778,594.0621765525466,77.27304186247979,0.0,1000.0,0.0,0.0,998.1187564689492,4.2509832154596685,49.82598497337778,0.5940621765525466,0.07727304186247978,0.0,0.0,0.9981187564689492,100,1,10,0.11952718523010375
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.5215215215215216,49815.415280067384,599.7755242878976,81.96661556988862,0.0,1000.0,0.0,0.0,998.0044895142421,4.509188439038497,49.815415280067384,0.5997755242878976,0.08196661556988862,0.0,0.0,0.9980044895142421,100,1,10,0.11952026040683954
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.6016016016016015,49804.74455764409,605.5434823545444,86.7050522240312,0.0,1000.0,0.0,0.0,997.8891303529092,4.769861685474518,49.804744557644085,0.6055434823545444,0.0867050522240312,0.0,0.0,0.9978891303529092,100,1,10,0.11951326857500694
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.6816816816816818,49793.971853352756,611.3665657552615,91.48877490496412,0.0,1000.0,0.0,0.0,997.7726686848948,5.0330262294593355,49.79397185335276,0.6113665657552615,0.09148877490496411,0.0,0.0,0.9977726686848948,100,1,10,0.11950620908670327
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.7617617617617618,49783.096199002845,617.2452978362973,96.31821354699258,0.0,1000.0,0.0,0.0,997.6550940432741,5.298705722753927,49.78309619900284,0.6172452978362972,0.09631821354699258,0.0,0.0,0.997655094043274,100,1,10,0.11949908128337969
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.841841841841842,49772.116623142916,623.1802037065256,101.19379953243744,0.0,1000.0,0.0,0.0,997.5363959258696,5.566923896778212,49.772116623142914,0.6231802037065256,0.10119379953243744,0.0,0.0,0.9975363959258695,100,1,10,0.11949188450380802
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.921921921921922,49761.0321493482,629.171811163131,106.11596645209366,0.0,1000.0,0.0,0.0,997.4165637767375,5.8377046044458,49.761032149348196,0.629171811163131,0.10611596645209366,0.0,0.0,0.9974165637767375,100,1,10,0.1194846180829492
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.002002002002002,49749.841791352505,635.2206533229672,111.08515226691955,0.0,1000.0,0.0,0.0,997.2955869335407,6.111071939083909,49.7498417913525,0.6352206533229672,0.11108515226691955,0.0,0.0,0.9972955869335407,100,1,10,0.11947728134875187
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.0820820820820822,49738.54455304826,641.3272686225583,116.10179930803659,0.0,1000.0,0.0,0.0,997.1734546275488,6.38705023443336,49.738544553048264,0.6413272686225583,0.11610179930803659,0.0,0.0,0.9971734546275488,100,1,10,0.11946987362214029
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.1621621621621623,49727.13942848651,647.4922008180979,121.16635427672955,0.0,1000.0,0.0,0.0,997.0501559836381,6.665664064648581,49.72713942848651,0.6474922008180979,0.12116635427672955,0.0,0.0,0.9970501559836381,100,1,10,0.11946239421700251
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.2422422422422423,49715.62540187691,653.7159989854492,126.27926824444646,0.0,1000.0,0.0,0.0,996.9256800202911,6.946938244297606,49.71562540187691,0.6537159989854492,0.12627926824444646,0.0,0.0,0.9969256800202911,100,1,10,0.11945484244017805
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.3223223223223224,49704.001447587725,659.9992175201456,131.44099665279847,0.0,1000.0,0.0,0.0,996.8000156495972,7.230897828362072,49.70400144758773,0.6599992175201457,0.1314409966527985,0.0,0.0,0.9968000156495972,100,1,10,0.11944721759144539
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.4024024024024024,49692.26653014582,666.3424161373903,136.6519993135603,0.0,1000.0,0.0,0.0,996.6731516772522,7.517568112237233,49.692266530145815,0.6663424161373903,0.1366519993135603,0.0,0.0,0.9966731516772522,100,1,10,0.11943951896350943
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.4824824824824825,49680.41960423669,672.7461598720558,141.91274040866952,0.0,1000.0,0.0,0.0,996.5450768025589,7.806974631731928,49.68041960423669,0.6727461598720559,0.14191274040866952,0.0,0.0,0.9965450768025589,100,1,10,0.11943174584198854
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.5625625625625625,49668.45961470442,679.2110190786849,147.22368849022723,0.0,1000.0,0.0,0.0,996.4157796184263,8.099143163068623,49.668459614704425,0.6792110190786849,0.14722368849022724,0.0,0.0,0.9964157796184263,100,1,10,0.11942389750540156
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.6426426426426426,49656.38549655173,685.7375694314903,152.58531648049788,0.0,1000.0,0.0,0.0,996.2852486113702,8.394099722883386,49.65638549655173,0.6857375694314903,0.1525853164804979,0.0,0.0,0.9962852486113702,100,1,10,0.11941597322515438
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.722722722722723,49644.196174939934,692.3263919243537,157.99810167190859,0.0,1000.0,0.0,0.0,996.1534721615129,8.691870568225868,49.644196174939935,0.6923263919243537,0.1579981016719086,0.0,0.0,0.996153472161513,100,1,10,0.11940797226552663
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.8028028028028027,49631.89056518896,698.9780728708275,163.4625257270503,0.0,1000.0,0.0,0.0,996.0204385425835,8.99248219655935,49.63189056518896,0.6989780728708276,0.16346252572705028,0.0,0.0,0.9960204385425835,100,1,10,0.11939989388365777
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.8828828828828827,49619.46757277734,705.6932039041335,168.9790746786772,0.0,1000.0,0.0,0.0,995.8861359219173,9.295961345760727,49.619467572777346,0.7056932039041335,0.1689790746786772,0.0,0.0,0.9958861359219173,100,1,10,0.11939173732953316
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.962962962962963,49606.92609334224,712.4723819771635,174.54823892970657,0.0,1000.0,0.0,0.0,995.7505523604568,9.602334994120477,49.60692609334224,0.7124723819771636,0.17454823892970658,0.0,0.0,0.9957505523604568,100,1,10,0.11938350184597003
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.0430430430430433,49594.2650126794,719.3162093624787,180.17051325321864,0.0,1000.0,0.0,0.0,995.6136758127504,9.911630360342686,49.5942650126794,0.7193162093624788,0.18017051325321864,0.0,0.0,0.9956136758127504,100,1,10,0.11937518666860285
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.1231231231231233,49581.483206743214,726.2252936523108,185.84639679245765,0.0,1000.0,0.0,0.0,995.4754941269539,10.223874903545074,49.581483206743215,0.7262252936523108,0.18584639679245765,0.0,0.0,0.9954754941269539,100,1,10,0.1193667910258688
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.203203203203203,49568.57954164666,733.2002477585593,191.57639306082936,0.0,1000.0,0.0,0.0,995.3359950448289,10.539096323258871,49.568579541646656,0.7332002477585593,0.19157639306082935,0.0,0.0,0.995335995044829,100,1,10,0.11935831413899285
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.283283283283283,49555.55287366132,740.2416899127971,197.36100994190588,0.0,1000.0,0.0,0.0,995.1951662017441,10.857322559429091,49.55555287366132,0.7402416899127972,0.1973610099419059,0.0,0.0,0.9951951662017441,100,1,10,0.11934975522197272
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.3633633633633635,49542.4020492174,747.3502436662646,203.20075968942018,0.0,1000.0,0.0,0.0,995.0529951266748,11.178581792414223,49.5424020492174,0.7473502436662647,0.20320075968942017,0.0,0.0,0.9950529951266748,100,1,10,0.1193411134815633
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.4434434434434436,49529.12590490373,754.5265378898708,209.096158927268,0.0,1000.0,0.0,0.0,994.9094692422026,11.502902442986324,49.52912590490373,0.7545265378898708,0.209096158927268,0.0,0.0,0.9949094692422026,100,1,10,0.1193323881172612
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.5235235235235236,49515.72326746773,761.7712067741977,215.04772864951084,0.0,1000.0,0.0,0.0,994.7645758645161,11.830313172331207,49.51572326746773,0.7617712067741977,0.21504772864951086,0.0,0.0,0.9947645758645162,100,1,10,0.11932357832128887
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.603603603603603,49502.19295381543,769.0848898294934,221.05599422037028,0.0,1000.0,0.0,0.0,994.6183022034102,12.160842882048115,49.50219295381543,0.7690848898294934,0.22105599422037028,0.0,0.0,0.9946183022034102,100,1,10,0.1193146832785783
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.683683683683684,49488.53377101148,776.4682318856791,227.12148537423403,0.0,1000.0,0.0,0.0,994.4706353622864,12.494520714150045,49.48853377101148,0.776468231885679,0.22712148537423402,0.0,0.0,0.9944706353622864,100,1,10,0.11930570216675485
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.7637637637637638,49474.744509550226,783.921886729603,233.24473920369698,0.0,1000.0,0.0,0.0,994.3215622654079,12.831376215443376,49.47474450955023,0.783921886729603,0.23324473920369698,0.0,0.0,0.9943215622654079,100,1,10,0.11929663415169513
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.843843843843844,49460.82393038172,791.4465241179861,239.4263059207683,0.0,1000.0,0.0,0.0,994.1710695176403,13.17143965446626,49.460823930381714,0.7914465241179861,0.2394263059207683,0.0,0.0,0.9941710695176402,100,1,10,0.11928747837897273
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.923923923923924,49446.770809399255,799.0428057301277,245.66672910177235,0.0,1000.0,0.0,0.0,994.0191438853974,13.514740934711247,49.446770809399254,0.7990428057301278,0.24566672910177234,0.0,0.0,0.9940191438853974,100,1,10,0.11927823400309802
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.004004004004004,49432.58391308191,806.7113983340976,251.96655650351047,0.0,1000.0,0.0,0.0,993.8657720333181,13.861310189649364,49.432583913081906,0.8067113983340976,0.25196655650351046,0.0,0.0,0.993865772033318,100,1,10,0.11926890017148653
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.084084084084084,49418.26199538414,814.4529754680261,258.3263414444585,0.0,1000.0,0.0,0.0,993.7109404906395,14.211177858713265,49.41826199538414,0.8144529754680261,0.2583263414444585,0.0,0.0,0.9937109404906395,100,1,10,0.11925947602239466
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.1641641641641645,49403.803797735796,822.2682174401052,264.7466428047668,0.0,1000.0,0.0,0.0,993.5546356511979,14.564374687297226,49.4038037977358,0.8222682174401053,0.2647466428047668,0.0,0.0,0.993554635651198,100,1,10,0.1192499606849001
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.2442442442442445,49389.20804904211,830.1578113285876,271.22802502626035,0.0,1000.0,0.0,0.0,993.3968437734283,14.920931726757145,49.389208049042104,0.8301578113285877,0.27122802502626037,0.0,0.0,0.9933968437734283,100,1,10,0.11924035327888216
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.324324324324325,49374.47346568369,838.1224509817874,277.7710581124388,0.0,1000.0,0.0,0.0,993.2375509803643,15.280880334410533,49.374473465683685,0.8381224509817874,0.2777710581124388,0.0,0.0,0.9932375509803643,100,1,10,0.11923065291500166
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.404404404404405,49359.59875151655,846.1628370180797,284.3763176284764,0.0,1000.0,0.0,0.0,993.0767432596384,15.644252173536552,49.35959875151655,0.8461628370180797,0.28437631762847637,0.0,0.0,0.9930767432596385,100,1,10,0.1192208586946804
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.484484484484485,49344.582597872075,854.2796768259007,291.04438470122165,0.0,1000.0,0.0,0.0,992.914406463482,16.01107921337595,49.344582597872076,0.8542796768259007,0.2910443847012216,0.0,0.0,0.9929144064634821,100,1,10,0.11921096971008048
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.564564564564565,49329.42368355706,862.4736845637473,297.77584601919773,0.0,1000.0,0.0,0.0,992.7505263087251,16.381393729131112,49.32942368355706,0.8624736845637473,0.2977758460191977,0.0,0.0,0.9927505263087251,100,1,10,0.11920098504408304
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.644644644644645,49314.120674853664,870.7455811601785,304.5712938326029,0.0,1000.0,0.0,0.0,992.5850883767964,16.755228301966063,49.31412067485366,0.8707455811601785,0.3045712938326029,0.0,0.0,0.9925850883767964,100,1,10,0.11919090377026689
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.724724724724725,49298.67222551944,879.0960943138133,311.4313259533092,0.0,1000.0,0.0,0.0,992.4180781137237,17.13261581900642,49.29867222551944,0.8790960943138133,0.31143132595330925,0.0,0.0,0.9924180781137237,100,1,10,0.1191807249528866
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.804804804804805,49283.07697678733,887.525958493333,318.35654575486393,0.0,1000.0,0.0,0.0,992.2494808301334,17.513589473339447,49.28307697678733,0.8875259584933329,0.31835654575486394,0.0,0.0,0.9922494808301334,100,1,10,0.11917044764685034
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.884884884884885,49267.33355736566,896.0359149374783,325.34756217248815,0.0,1000.0,0.0,0.0,992.0792817012505,17.898182764014003,49.26733355736566,0.8960359149374784,0.32534756217248817,0.0,0.0,0.9920792817012505,100,1,10,0.11916007089769716
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.964964964964965,49251.44058343815,904.626711655053,332.4049897030787,0.0,1000.0,0.0,0.0,991.9074657668989,18.28642949604061,49.251440583438146,0.904626711655053,0.3324049897030787,0.0,0.0,0.9919074657668989,100,1,10,0.11914959374157433
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.045045045045045,49235.396658663885,913.2991034249208,339.5294484052059,0.0,1000.0,0.0,0.0,991.7340179315016,18.678363780391386,49.23539665866389,0.9132991034249207,0.33952944840520594,0.0,0.0,0.9917340179315016,100,1,10,0.11913901520521367
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.125125125125125,49219.20037417738,922.0538517960061,346.72156389911464,0.0,1000.0,0.0,0.0,991.5589229640799,19.074020034000043,49.21920037417738,0.9220538517960062,0.3467215638991146,0.0,0.0,0.9915589229640799,100,1,10,0.11912833430590815
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.205205205205205,49202.850308588495,930.8917250872962,353.98196736672566,0.0,1000.0,0.0,0.0,991.382165498254,19.47343297976199,49.202850308588495,0.9308917250872962,0.35398196736672566,0.0,0.0,0.9913821654982541,100,1,10,0.1191175500514875
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.285285285285285,49186.34502798249,939.8134983878374,361.31129555163255,0.0,1000.0,0.0,0.0,991.2037300322432,19.87663764653418,49.18634502798249,0.9398134983878375,0.36131129555163255,0.0,0.0,0.9912037300322433,100,1,10,0.11910666144029398
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.365365365365365,49169.68308592003,948.8199535567389,368.71019075910516,0.0,1000.0,0.0,0.0,991.0236009288652,20.283669369135268,49.16968308592003,0.948819953556739,0.36871019075910516,0.0,0.0,0.9910236009288652,100,1,10,0.11909566746115724
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.445445445445446,49152.86302343713,957.9118792231694,376.17930085608623,0.0,1000.0,0.0,0.0,990.8417624155367,20.694563788345437,49.15286302343713,0.9579118792231694,0.37617930085608625,0.0,0.0,0.9908417624155367,100,1,10,0.11908456709336925
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.525525525525525,49135.88336904522,967.0900707863597,383.71927927119407,0.0,1000.0,0.0,0.0,990.6581985842728,21.109356850906554,49.135883369045224,0.9670900707863597,0.3837192792711941,0.0,0.0,0.9906581985842727,100,1,10,0.11907335930665831
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.605605605605605,49118.74263873113,976.3553304156023,391.330784994722,0.0,1000.0,0.0,0.0,990.472893391688,21.528084809522138,49.11874263873113,0.9763553304156023,0.391330784994722,0.0,0.0,0.990472893391688,100,1,10,0.11906204306116326
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.685685685685685,49101.43933595703,985.7084670502486,399.0144825786362,0.0,1000.0,0.0,0.0,990.285830658995,21.95078422285722,49.10143933595703,0.9857084670502486,0.3990144825786362,0.0,0.0,0.990285830658995,100,1,10,0.11905061730740649
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.7657657657657655,49083.971951660526,995.1502963997127,406.7710421365787,0.0,1000.0,0.0,0.0,990.0969940720057,22.37749195553853,49.08397195166052,0.9951502963997128,0.4067710421365787,0.0,0.0,0.9900969940720057,100,1,10,0.11903908098626728
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.845845845845846,49066.338964254566,1004.6816409434713,414.60113934386726,0.0,1000.0,0.0,0.0,989.9063671811306,22.80824517815449,49.06633896425457,1.0046816409434713,0.4146011393438673,0.0,0.0,0.9899063671811306,100,1,10,0.11902743302895431
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.925925925925926,49048.53883962753,1014.3033299310603,422.5054554374927,0.0,1000.0,0.0,0.0,989.7139334013788,23.24308136725506,49.04853883962753,1.0143033299310602,0.4225054554374927,0.0,0.0,0.9897139334013788,100,1,10,0.11901567235697759
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.006006006006006,49030.57003114315,1024.0161993820745,430.48467721611837,0.0,1000.0,0.0,0.0,989.5196760123586,23.682038305351707,49.03057003114315,1.0240161993820744,0.4304846772161184,0.0,0.0,0.9895196760123586,100,1,10,0.11900379788212036
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.086086086086087,49012.43097964057,1033.821092086174,438.53949704008625,0.0,1000.0,0.0,0.0,989.3235781582765,24.125154080917735,49.01243097964057,1.0338210920861741,0.43853949704008627,0.0,0.0,0.9893235781582765,100,1,10,0.11899180850641014
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.166166166166166,48994.1201134343,1043.7188576030783,446.6706128314105,0.0,1000.0,0.0,0.0,989.1256228479384,24.57246708838796,48.9941201134343,1.0437188576030783,0.4466706128314105,0.0,0.0,0.9891256228479384,100,1,10,0.11897970312208965
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.246246246246247,48975.63584831425,1053.7103522625657,454.878728073779,0.0,1000.0,0.0,0.0,988.9257929547487,25.02401602815876,48.97563584831425,1.0537103522625657,0.454878728073779,0.0,0.0,0.9889257929547487,100,1,10,0.1189674806115869
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.326326326326326,48956.976587545694,1063.7964391644837,463.1645518125601,0.0,1000.0,0.0,0.0,988.7240712167103,25.479839906588456,48.9569765875457,1.0637964391644836,0.4631645518125601,0.0,0.0,0.9887240712167102,100,1,10,0.11895513984748514
