Kc_s,mu_max,Yxs,Yxp,Yxco2,F0,mu0,s_f,evap_rate,sample_volume,timestamp,m_Glucose,m_Biomass,m_Product,m_CO2,v_Volume,v_Feed_accum,m_CO2_gas,c_Glucose,c_Biomass,c_Product,c_CO2,mu_true
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.021021021021021,75.04775734600321,553.7627985261098,44.16668987912827,0.0,999.9740683251719,0.9950893461930616,2.429720026975544,0.07504970351051059,0.5537771588953215,0.04416783522506919,0.0,0.10004417114062829
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.0810810810810811,75.0494269134838,557.1002227884678,46.908418108157534,0.0,999.9757673096402,1.056848390721492,2.5805493511750166,0.07505124560707971,0.5571137231528162,0.0469095548528752,0.0,0.1000455412783355
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.1411411411411412,75.05099008721507,560.45781493066,49.66671445712421,0.0,999.977838335948,1.1189794770893597,2.732290129072546,0.07505265337890546,0.5604702358837388,0.04966781517855839,0.0,0.10004679205342833
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.2012012012012012,75.05246187414981,563.8356879346755,52.44167174189017,0.0,999.9802836443316,1.1814848455329943,2.8849474667007327,0.07505394166435798,0.5638468049388242,0.05244270572092837,0.0,0.10004793665372759
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.2612612612612613,75.05385533722513,567.2339565872429,55.23338426092912,0.0,999.9831054889748,1.244366750236245,3.038526551654363,0.07505512335683417,0.5672435398894815,0.0552343174177137,0.0,0.10004898653806407
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.3213213213213213,75.05518159536234,570.6527374798301,58.041947795326514,0.0,999.986306138009,1.3076274593304793,3.1930326530904,0.0750562094047355,0.5706605520266732,0.058042742624633596,0.0,0.10004995143647374
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.3813813813813816,75.05644982346709,574.0921490086442,60.86745960877978,0.0,999.989887873513,1.3712692548945875,3.348471121727997,0.07505720881145635,0.5740979543597746,0.06086807511445436,0.0,0.10005083935036649
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.4414414414414414,75.05766725242928,577.5523113746314,63.71001844759785,0.0,999.9938529915133,1.4352944329549728,3.5048473898484764,0.075058128635383,0.5775558616154143,0.06371041007602928,0.0,0.10005165655267415
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.5015015015015016,75.05883916912309,581.0333465834777,66.56972454070187,0.0,999.9982038019839,1.499705303485567,3.662166971295361,0.07505897398990326,0.5810343902362968,0.0665698441133238,0.0,0.1000524075879826
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.5615615615615615,75.05996891640696,584.5353784456079,69.44667959962449,0.0,1000.0029426288461,1.5645041904078136,3.8204354614743417,0.07505974804342719,0.5845336583800033,0.06944647524442317,0.0,0.10005309527265235
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.6216216216216217,75.0610578931236,588.058532576186,72.34098681851025,0.0,1000.0080718099689,1.629693431590678,3.9796585373532944,0.07506045201941872,0.5880537859177747,0.07234040290052496,0.0,0.10005372069493
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.6816816816816818,75.06210555410003,591.6029363951162,75.25275087411565,0.0,1000.0135936971689,1.6952753788506478,4.139841957462287,0.0750610851964387,0.5915948944332746,0.0752517279249148,0.0,0.10005428321505282
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.7417417417417418,75.0631094101475,595.1687191270406,78.18207792580874,0.0,1000.0195106562098,1.7612523979517252,4.300991561893553,0.07506164490819915,0.5951571072213308,0.07818055257192522,0.0,0.10005478046534699
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.8018018018018018,75.06406502806155,598.7560118013417,81.12907561556966,0.0,1000.0258250668035,1.8276268686054367,4.463113272301525,0.07506212654362915,0.5987405492866584,0.08112698050587853,0.0,0.10005520835031932
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.8618618618618619,75.064966030622,602.3649472521407,84.09385306799004,0.0,1000.0325393226088,1.8944011844708217,4.626213091902802,0.07506252354695248,0.6023453473425616,0.08409111680001195,0.0,0.10005556104674124
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.921921921921922,75.0658039950313,605.9956601738863,87.07652093593978,0.0,1000.0396558312451,1.9615777531672092,4.790297107988388,0.07506282731621847,0.605971629865193,0.08707306798104993,0.0,0.10005583091349882
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,1.981981981981982,75.0665472341422,609.64829878948,90.07720098605108,0.0,1000.0471770179647,2.0291589999468,4.955372019245136,0.07506300598536035,0.6096195387575484,0.09007295161279472,0.0,0.10005598964173122
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.042042042042042,75.06719953039202,613.3229928650973,93.09599982256695,0.0,1000.0551053212661,2.097147363308217,5.121443690238964,0.07506306315618158,0.6132891973668474,0.09309087002026754,0.0,0.10005604043177695
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.1021021021021022,75.06779182372472,617.0198581458187,96.13301253125708,0.0,1000.0634431918327,2.1655452939348914,5.288517351875781,0.07506302958553918,0.616980714919965,0.09612691393301614,0.0,0.10005601060792192
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.1621621621621623,75.06835099067334,620.7390134057495,99.18833668626579,0.0,1000.0721930957508,2.234355257913096,5.456598371953197,0.07506293196523864,0.6206942035696792,0.09918117649009477,0.0,0.10005592388287944
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.2222222222222223,75.06889984435999,624.4805804480187,102.26207235011182,0.0,1000.0813575145096,2.3035797367319435,5.625692255160526,0.0750627929220957,0.6244297783932629,0.10225375323889903,0.0,0.10005580035800714
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.2822822822822824,75.06945713449582,628.2446841047802,105.35432207368859,0.0,1000.090938945001,2.373221227283389,5.795804643078794,0.07506263101802205,0.6281875573910483,0.10534474213397753,0.0,0.10005565652346526
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.3423423423423424,75.07003754738108,632.0314522372119,108.46519089626399,0.0,1000.1009398995197,2.4432822418622284,5.9669413141807235,0.07506246075013526,0.6319676614849619,0.10845424353581899,0.0,0.10005550525834213
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.4024024024024024,75.07065170590504,635.8410157355161,111.5947863454804,0.0,1000.1113629057636,2.513765308166097,6.13910818383074,0.07506229255089329,0.6357702145170295,0.1115823602096155,0.0,0.1000553558307678
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.4624624624624625,75.07130616954605,639.6735085189197,114.74321843735478,0.0,1000.1222105068329,2.584672969295472,6.31231130428498,0.07506213278825404,0.6395953432478534,0.11472919732400129,0.0,0.10005521389803276
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.5225225225225225,75.07200343437154,643.5290675356734,117.91059967627862,0.0,1000.133485261231,2.6560077837536724,6.486556864691277,0.07506198376586003,0.6434431773550569,0.11789486244976671,0.0,0.10005508150672351
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.5825825825825826,75.07274193303797,647.407832763053,121.09704505501799,0.0,1000.1451897428641,2.7277723254468573,6.661851191089176,0.0750618437232489,0.6473138494317016,0.12107946555854741,0.0,0.10005495709288238
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.6426426426426426,75.0735160347909,651.3099472073578,124.30267205471341,0.0,1000.1573265410412,2.799969183684028,6.838200746409921,0.07506170683608973,0.6512074949846718,0.12428311902148795,0.0,0.10005483548219482
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.7027027027027026,75.0743160454649,655.2355569039122,127.52760064487994,0.0,1000.1698982604742,2.8726009631770224,7.015612130476455,0.07506156321644596,0.6551242524330294,0.12750593760788023,0.0,0.10005470789020225
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.762762762762763,75.07512820748364,659.1848109170644,130.77195328340727,0.0,1000.1829075212776,2.9456702840405264,7.194092080003442,0.07506139891306483,0.659064263106337,0.1307480384837763,0.0,0.10005456192253435
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.8228228228228227,75.07593469985989,663.1578613401873,134.03585491655957,0.0,1000.1963569589691,3.019179781792061,7.373647468597231,0.07506119591169408,0.6630276712429497,0.13400954121057462,0.0,0.10005438157514997
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.8828828828828827,75.07671363819537,667.1548632956777,137.3194329789754,0.0,1000.210249224469,3.0931321073519897,7.554285306755883,0.07506093213542599,0.6670146239882747,0.13729056774358042,0.0,0.10005414723457141
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,2.942942942942943,75.07743907468098,671.1759749349576,140.62281739366833,0.0,1000.2245869841005,3.167529927043523,7.736012741869177,0.0750605814450694,0.6710252713930003,0.14059124243053991,0.0,0.100053835678092
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.0030030030030033,75.07807265200559,675.2213619845879,143.9461443067064,0.0,1000.2393729202319,3.2423759232349303,7.9188372636726845,0.07506010529540812,0.6750597709558832,0.1439116957438407,0.0,0.10005341266087939
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.0630630630630633,75.07850911102038,679.2912275699616,147.2895805876813,0.0,1000.2546097380913,3.317672801154492,8.102768052079815,0.0750593982572888,0.679118317433027,0.14725208877192567,0.0,0.10005278451621993
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.123123123123123,75.07878957179484,683.3856962359705,150.6532285514977,0.0,1000.2703001529602,3.3934232760834004,8.287810735689266,0.0750585012474267,0.6832010268938985,0.1506125179648541,0.0,0.10005198759176165
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.183183183183183,75.07898831958376,687.5048753895853,154.03717643408277,0.0,1000.2864468947199,3.469630077903164,8.473970168579978,0.07505748833512468,0.6873079981477997,0.15399306559863363,0.0,0.10005108768923883
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.2432432432432434,75.07917035414201,691.6488783903802,157.4415173614882,0.0,1000.3030527105201,3.5462959537634524,8.661251473848868,0.07505642430131555,0.6914393358254981,0.15739381873810052,0.0,0.10005014236006879
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.3033033033033035,75.07939138972446,695.8178245505328,160.8663493498903,0.0,1000.3201203647786,3.6234236680820984,8.84966004361084,0.07505536463901763,0.6955951503772558,0.16081486923528887,0.0,0.10004920090583616
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.3633633633633635,75.07969785508604,700.011839134824,164.31177530559032,0.0,1000.3376526391817,3.7010160025451007,9.039201538998785,0.0750543555538512,0.6997755580708065,0.1642563137277579,0.0,0.10004830437848442
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.423423423423423,75.08012689348166,704.2310533606379,167.77790302501393,0.0,1000.3556523326831,3.779075756106616,9.229881890163577,0.07505343396461626,0.7039806809892802,0.16771825363687443,0.0,0.10004748558035748
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.4834834834834836,75.0807063626663,708.4756043979629,171.2648451947118,0.0,1000.3741222615054,3.857605744988974,9.421707296274082,0.07505262750393261,0.7082106470290742,0.17120079516605274,0.0,0.10004676906421071
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.5435435435435436,75.08145483489497,712.7456353693898,174.77271939135906,0.0,1000.393065259139,3.9366088026826587,9.614684225517138,0.07505195451894309,0.7124655898976691,0.17470404929894873,0.0,0.1000461711332871
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.6036036036036037,75.08238159692267,717.0412953501133,178.30164808175553,0.0,1000.4124841763426,4.01608777994632,9.808819415097576,0.07505142407208096,0.7167456491113925,0.1782281317976099,0.0,0.10004569984152999
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.6636636636636637,75.08348665000446,721.3627393679312,181.85175862282588,0.0,1000.432381881143,4.096045544806771,10.004119871238208,0.07505103594190217,0.7210509699931256,0.1817731632005799,0.0,0.10004535499398043
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.7237237237237237,75.08476070989543,725.7101284032454,185.4231832616194,0.0,1000.4527612588352,4.176484982558993,10.200592869179836,0.07505078062398356,0.7253817036699558,0.18533926882095644,0.0,0.10004512814738324
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.7837837837837833,75.08618520685069,730.0836293890603,189.01605913531,0.0,1000.4736252119823,4.25740899576612,10.39824595318124,0.07505063933188771,0.7297380070707699,0.1889265787444031,0.0,0.10004500261100173
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.843843843843844,75.08773228562535,734.4834152109844,192.6305282711965,0.0,1000.4949766604155,4.338820504259463,10.597086936519194,0.07505058399819568,0.7341200429237938,0.1925352278271143,0.0,0.1000449534476179
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.9039039039039043,75.08936480547462,738.9096647072291,196.26673758670208,0.0,1000.5168185412344,4.420722445138484,10.797123901488444,0.07505057727560824,0.7385279797540718,0.1961653556937317,0.0,0.10004494747467037
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,3.963963963963964,75.09103634015365,743.3625626686099,199.92483888937517,0.0,1000.5391538088068,4.50311777277082,10.998365199401746,0.0750505725381166,0.7429619918808887,0.19981710673521413,0.0,0.10004494326545918
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.024024024024024,75.09269117791769,747.8422998385449,203.60498887688803,0.0,1000.5619854347681,4.586009458792256,11.200819450589798,0.075050513882244,0.7474222594151322,0.2034906301066563,0.0,0.1000448911503223
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.084084084084084,75.09426432152198,752.3490729130565,207.30734913703873,0.0,1000.5853164080225,4.669400492106764,11.404495544401339,0.07505033612835844,0.7519089682565966,0.20718607972506178,0.0,0.10004473321766534
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.1441441441441444,75.0956814882218,756.8830845407687,211.03208614774837,0.0,1000.6091497347422,4.753293878886437,11.609402639203001,0.07504996482205803,0.7564223100912235,0.21090361426706142,0.0,0.10004440331470173
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.2042042042042045,75.09685886499527,761.4445434560587,214.77937138644666,0.0,1000.6334884383826,4.837692642587038,11.815550168396891,0.07504931599100644,0.7609624825213385,0.2146433972758972,0.0,0.10004382683038984
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.264264264264264,75.09760920228999,766.0337157321101,218.54942343498016,0.0,1000.6583355688025,4.922599833066936,12.02295015671684,0.07504820230134034,0.7655297402751108,0.21840563923424522,0.0,0.10004283731293778
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.324324324324325,75.09794901584289,770.6507581736067,222.3423711100036,0.0,1000.6836941920457,5.008018516370155,12.231609690689067,0.07504664006389866,0.7701242287112832,0.2221904607824387,0.0,0.10004144924259736
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.384384384384385,75.09804573010832,775.2957466306076,226.15827672311735,0.0,1000.7095673855828,5.093951769967325,12.441532198230489,0.07504479639013219,0.7747460121282911,0.22599791597273342,0.0,0.10003981108725973
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.444444444444445,75.09804754009174,779.9687684060444,229.9972119945746,0.0,1000.7359582464682,5.18040269091274,12.65272162485153,0.07504281915849383,0.7793951661062911,0.2298280681325626,0.0,0.10003805423221585
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.504504504504505,75.09808341134973,784.669922255722,233.8592580532808,0.0,1000.7628698913397,5.267374395844355,12.865182433656106,0.07504083701616916,0.7840717775040149,0.23368098986193667,0.0,0.10003629298282979
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.564564564564565,75.09826307998998,789.3993183883177,237.74450543679384,0.0,1000.7903054564191,5.35487002098378,13.078919605341618,0.0750389593809472,0.7887759444555225,0.23755676303076137,0.0,0.10003462456550134
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.624624624624625,75.09867705267128,794.1570784653824,241.65305409132412,0.0,1000.8182680975115,5.442892722136287,13.293938638198965,0.07503727644323363,0.7935077763668541,0.24145547877607232,0.0,0.10003312912760302
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.684684684684685,75.09939660660356,798.9433356013391,245.58501337173442,0.0,1000.8467609900059,5.53144567469081,13.510245548112536,0.07503585916820835,0.7982673939125802,0.2453772374991847,0.0,0.10003186973697516
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.744744744744745,75.10047378954786,803.7582343634842,249.54050204153998,0.0,1000.875787328875,5.6205320736199385,13.727846868560214,0.07503475929812937,0.8030549290322472,0.24932214886275808,0.0,0.10003089238145946
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.804804804804805,75.10194141981633,808.601930771987,253.51964827290834,0.0,1000.905350328675,5.710155133479923,13.946749650613366,0.07503400935478517,0.8078705249267177,0.2532903317877741,0.0,0.10003022596885038
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.864864864864865,75.10381308627224,813.4745922998892,257.5225896466596,0.0,1000.9354532235457,5.800318088410674,14.166961462936857,0.07503362264209738,0.8127143360544054,0.2572819144504269,0.0,0.10002988232754077
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.924924924924925,75.10608314832997,818.3763978731062,261.54947315226644,0.0,1000.9660992672107,5.891024192135765,14.388490391789052,0.07503359324887605,0.817586528127401,0.26129703427892526,0.0,0.10002985620803637
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,4.984984984984985,75.10872673595503,823.3075378704253,265.6004551878536,0.0,1000.9972917329773,5.98227671796242,14.61134504102179,0.07503389605172957,0.8224872781074898,0.26533583795020327,0.0,0.1000301252854119
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,5.045045045045045,75.11169974966406,828.2682141235075,269.67570156019843,0.0,1001.0290339137364,6.07407895878153,14.835534532080409,0.0750344867181313,0.8274167742020593,0.2693984813865426,0.0,0.10003065016267884
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,5.105105105105105,75.11493886052475,833.2586399168863,273.7753874847309,0.0,1001.0613291219624,6.166434227067646,15.06106850400375,0.07503530170964506,0.8323752158598944,0.2734851297521013,0.0,0.10003137437493306
0.15,0.3,1.85,0.8215102466751038,0.04519333244521413,0.03548779965008375,0.1,100.0,1.0,NaN,5.165165165165165,75.11836151015598,838.2790399879681,277.89969758553303,0.0,1001.0941806897137,6.259345854878971,15.287957113424127,0.07503625828531182,0.8373628137668601,0.2775959574493494,0.0,0.1000322243940493
