Strain,Biolector well,Biolector column,Biolector row,Cycle,Time,Feeding time,Volume,Accum. feed [uL],Biomass concentration [light scatter],DO%,Sample volume
Yeast_strain_2,C04,04,C,173.0,17.302799224853516,2.999999046325684,804.48,4.48,2.990000009536743,147.6999969482422,0.0
Yeast_strain_3,C05,05,C,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.140000104904175,147.08999633789062,0.0
Yeast_strain_3,C06,06,C,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.0199999809265137,146.32000732421875,0.0
Yeast_strain_1,D01,01,D,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.2799999713897705,146.52000427246094,0.0
Yeast_strain_1,D02,02,D,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.4200000762939453,145.9600067138672,0.0
Yeast_strain_2,D03,03,D,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.369999885559082,146.80999755859375,0.0
Yeast_strain_2,D04,04,D,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.4200000762939453,146.17999267578125,0.0
Yeast_strain_3,D05,05,D,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.5199999809265137,146.55999755859375,0.0
Yeast_strain_3,D06,06,D,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.670000076293945,146.67999267578125,0.0
Yeast_strain_1,E01,01,E,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.680000066757202,147.0399932861328,0.0
Yeast_strain_1,E02,02,E,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.660000085830689,147.10000610351562,0.0
Yeast_strain_2,E03,03,E,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.630000114440918,147.42999267578125,0.0
Yeast_strain_2,E04,04,E,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.7799999713897705,147.3300018310547,0.0
Yeast_strain_3,E05,05,E,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.829999923706055,147.1999969482422,0.0
Yeast_strain_3,E06,06,E,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.869999885559082,147.35000610351562,0.0
Yeast_strain_1,F01,01,F,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.569999933242798,147.10000610351562,0.0
Yeast_strain_1,F02,02,F,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.7799999713897705,145.82000732421875,0.0
Yeast_strain_2,F03,03,F,173.0,17.302799224853516,2.999999046325684,804.48,4.48,4.090000152587891,145.6199951171875,0.0
Yeast_strain_2,F04,04,F,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.5899999141693115,147.30999755859375,0.0
Yeast_strain_3,F05,05,F,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.910000085830689,147.64999389648438,0.0
Yeast_strain_3,F06,06,F,173.0,17.302799224853516,2.999999046325684,804.48,4.48,3.5299999713897705,145.8300018310547,0.0
Yeast_strain_1,C01,01,C,174.0,17.402799606323242,3.09999942779541,804.64,4.64,2.9200000762939453,146.47999572753906,0.0
Yeast_strain_1,C02,02,C,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.009999990463257,146.9600067138672,0.0
Yeast_strain_2,C03,03,C,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.0799999237060547,147.5500030517578,0.0
Yeast_strain_2,C04,04,C,174.0,17.402799606323242,3.09999942779541,804.64,4.64,2.940000057220459,147.64999389648438,0.0
Yeast_strain_3,C05,05,C,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.130000114440918,146.7100067138672,0.0
Yeast_strain_3,C06,06,C,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.0299999713897705,146.38999938964844,0.0
Yeast_strain_1,D01,01,D,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.2300000190734863,147.08999633789062,0.0
Yeast_strain_1,D02,02,D,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.4100000858306885,146.19000244140625,0.0
Yeast_strain_2,D03,03,D,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.289999961853028,147.14999389648438,0.0
Yeast_strain_2,D04,04,D,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.4100000858306885,146.9199981689453,0.0
Yeast_strain_3,D05,05,D,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.549999952316284,146.55999755859375,0.0
Yeast_strain_3,D06,06,D,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.7100000381469727,147.14999389648438,0.0
Yeast_strain_1,E01,01,E,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.7699999809265137,146.8300018310547,0.0
Yeast_strain_1,E02,02,E,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.490000009536743,147.13999938964844,0.0
Yeast_strain_2,E03,03,E,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.690000057220459,147.22999572753906,0.0
Yeast_strain_2,E04,04,E,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.809999942779541,147.32000732421875,0.0
Yeast_strain_3,E05,05,E,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.809999942779541,147.33999633789062,0.0
Yeast_strain_3,E06,06,E,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.910000085830689,147.02000427246094,0.0
Yeast_strain_1,F01,01,F,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.640000104904175,147.44000244140625,0.0
Yeast_strain_1,F02,02,F,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.7200000286102295,145.5800018310547,0.0
Yeast_strain_2,F03,03,F,174.0,17.402799606323242,3.09999942779541,804.64,4.64,4.119999885559082,145.3300018310547,0.0
Yeast_strain_2,F04,04,F,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.640000104904175,146.97000122070312,0.0
Yeast_strain_3,F05,05,F,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.869999885559082,147.11000061035156,0.0
Yeast_strain_3,F06,06,F,174.0,17.402799606323242,3.09999942779541,804.64,4.64,3.5899999141693115,145.74000549316406,0.0
Yeast_strain_1,C01,01,C,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.0,146.32000732421875,0.0
Yeast_strain_1,C02,02,C,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,2.970000028610229,146.97000122070312,0.0
Yeast_strain_2,C03,03,C,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.0199999809265137,147.5500030517578,0.0
Yeast_strain_2,C04,04,C,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,2.9800000190734863,147.80999755859375,0.0
Yeast_strain_3,C05,05,C,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.140000104904175,147.0800018310547,0.0
Yeast_strain_3,C06,06,C,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.0299999713897705,146.02000427246094,0.0
Yeast_strain_1,D01,01,D,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.3299999237060547,146.57000732421875,0.0
Yeast_strain_1,D02,02,D,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.490000009536743,146.11000061035156,0.0
Yeast_strain_2,D03,03,D,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.3499999046325684,146.9499969482422,0.0
Yeast_strain_2,D04,04,D,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.4600000381469727,146.99000549316406,0.0
Yeast_strain_3,D05,05,D,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.5299999713897705,146.1699981689453,0.0
Yeast_strain_3,D06,06,D,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.7200000286102295,147.00999450683594,0.0
Yeast_strain_1,E01,01,E,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.7200000286102295,146.91000366210938,0.0
Yeast_strain_1,E02,02,E,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.640000104904175,146.97999572753906,0.0
Yeast_strain_2,E03,03,E,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.690000057220459,146.9499969482422,0.0
Yeast_strain_2,E04,04,E,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.7799999713897705,147.3000030517578,0.0
Yeast_strain_3,E05,05,E,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.900000095367432,146.77000427246094,0.0
Yeast_strain_3,E06,06,E,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.930000066757202,146.9600067138672,0.0
Yeast_strain_1,F01,01,F,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.7200000286102295,146.69000244140625,0.0
Yeast_strain_1,F02,02,F,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.7100000381469727,145.55999755859375,0.0
Yeast_strain_2,F03,03,F,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,4.059999942779541,145.75,0.0
Yeast_strain_2,F04,04,F,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.690000057220459,146.97999572753906,0.0
Yeast_strain_3,F05,05,F,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.900000095367432,146.89999389648438,0.0
Yeast_strain_3,F06,06,F,175.0,17.50279998779297,3.1999998092651367,804.8,4.8,3.5299999713897705,145.9199981689453,0.0
Yeast_strain_1,C01,01,C,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,2.990000009536743,146.33999633789062,0.0
Yeast_strain_1,C02,02,C,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.0199999809265137,146.24000549316406,0.0
Yeast_strain_2,C03,03,C,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.009999990463257,147.08999633789062,0.0
Yeast_strain_2,C04,04,C,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.0199999809265137,147.19000244140625,0.0
Yeast_strain_3,C05,05,C,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.140000104904175,147.0,0.0
Yeast_strain_3,C06,06,C,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.059999942779541,146.27999877929688,0.0
Yeast_strain_1,D01,01,D,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.380000114440918,145.8699951171875,0.0
Yeast_strain_1,D02,02,D,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.400000095367432,145.74000549316406,0.0
Yeast_strain_2,D03,03,D,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.289999961853028,146.52999877929688,0.0
Yeast_strain_2,D04,04,D,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.4100000858306885,146.35000610351562,0.0
Yeast_strain_3,D05,05,D,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.440000057220459,146.55999755859375,0.0
Yeast_strain_3,D06,06,D,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.660000085830689,146.9499969482422,0.0
Yeast_strain_1,E01,01,E,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.7699999809265137,146.9600067138672,0.0
Yeast_strain_1,E02,02,E,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.619999885559082,146.8800048828125,0.0
Yeast_strain_2,E03,03,E,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.650000095367432,147.07000732421875,0.0
Yeast_strain_2,E04,04,E,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.7300000190734863,147.13999938964844,0.0
Yeast_strain_3,E05,05,E,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.799999952316284,147.02999877929688,0.0
Yeast_strain_3,E06,06,E,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.880000114440918,147.02999877929688,0.0
Yeast_strain_1,F01,01,F,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.5899999141693115,146.58999633789062,0.0
Yeast_strain_1,F02,02,F,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.7100000381469727,145.64999389648438,0.0
Yeast_strain_2,F03,03,F,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,4.079999923706055,145.4600067138672,0.0
Yeast_strain_2,F04,04,F,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.690000057220459,146.7899932861328,0.0
Yeast_strain_3,F05,05,F,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.930000066757202,146.7100067138672,0.0
Yeast_strain_3,F06,06,F,176.0,17.602800369262695,3.3000001907348637,804.96,4.96,3.630000114440918,145.6199951171875,0.0
Yeast_strain_1,C01,01,C,177.0,17.702800750732422,3.40000057220459,805.12,5.12,2.990000009536743,146.3699951171875,0.0
Yeast_strain_1,C02,02,C,177.0,17.702800750732422,3.40000057220459,805.12,5.12,2.940000057220459,146.72999572753906,0.0
Yeast_strain_2,C03,03,C,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.0199999809265137,147.39999389648438,0.0
Yeast_strain_2,C04,04,C,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.0799999237060547,147.4499969482422,0.0
Yeast_strain_3,C05,05,C,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.140000104904175,147.14999389648438,0.0
Yeast_strain_3,C06,06,C,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.109999895095825,146.00999450683594,0.0
Yeast_strain_1,D01,01,D,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.359999895095825,146.6999969482422,0.0
Yeast_strain_1,D02,02,D,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.450000047683716,146.22999572753906,0.0
Yeast_strain_2,D03,03,D,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.369999885559082,147.3000030517578,0.0
Yeast_strain_2,D04,04,D,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.430000066757202,146.19000244140625,0.0
Yeast_strain_3,D05,05,D,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.4800000190734863,146.3300018310547,0.0
Yeast_strain_3,D06,06,D,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.660000085830689,146.89999389648438,0.0
Yeast_strain_1,E01,01,E,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.839999914169312,147.11000061035156,0.0
Yeast_strain_1,E02,02,E,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.569999933242798,146.41000366210938,0.0
Yeast_strain_2,E03,03,E,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.609999895095825,147.1699981689453,0.0
Yeast_strain_2,E04,04,E,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.819999933242798,147.25,0.0
Yeast_strain_3,E05,05,E,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.7799999713897705,146.74000549316406,0.0
Yeast_strain_3,E06,06,E,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.859999895095825,146.61000061035156,0.0
Yeast_strain_1,F01,01,F,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.619999885559082,146.97999572753906,0.0
Yeast_strain_1,F02,02,F,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.869999885559082,145.49000549316406,0.0
Yeast_strain_2,F03,03,F,177.0,17.702800750732422,3.40000057220459,805.12,5.12,4.03000020980835,145.69000244140625,0.0
Yeast_strain_2,F04,04,F,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.7799999713897705,146.72000122070312,0.0
Yeast_strain_3,F05,05,F,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.900000095367432,146.49000549316406,0.0
Yeast_strain_3,F06,06,F,177.0,17.702800750732422,3.40000057220459,805.12,5.12,3.660000085830689,145.80999755859375,0.0
Yeast_strain_1,C01,01,C,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.009999990463257,145.85000610351562,0.0
Yeast_strain_1,C02,02,C,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.0,146.22000122070312,0.0
Yeast_strain_2,C03,03,C,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.0799999237060547,146.92999267578125,0.0
Yeast_strain_2,C04,04,C,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.069999933242798,147.00999450683594,0.0
Yeast_strain_3,C05,05,C,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.2300000190734863,146.89999389648438,0.0
Yeast_strain_3,C06,06,C,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.0299999713897705,145.67999267578125,0.0
Yeast_strain_1,D01,01,D,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.3299999237060547,145.8699951171875,0.0
Yeast_strain_1,D02,02,D,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.4100000858306885,145.6199951171875,0.0
Yeast_strain_2,D03,03,D,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.359999895095825,146.30999755859375,0.0
Yeast_strain_2,D04,04,D,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.4800000190734863,146.13999938964844,0.0
Yeast_strain_3,D05,05,D,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.4600000381469727,145.9600067138672,0.0
Yeast_strain_3,D06,06,D,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.680000066757202,146.3000030517578,0.0
Yeast_strain_1,E01,01,E,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.799999952316284,146.50999450683594,0.0
Yeast_strain_1,E02,02,E,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.569999933242798,147.17999267578125,0.0
Yeast_strain_2,E03,03,E,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.660000085830689,146.67999267578125,0.0
Yeast_strain_2,E04,04,E,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.7300000190734863,146.3800048828125,0.0
Yeast_strain_3,E05,05,E,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.809999942779541,147.0399932861328,0.0
Yeast_strain_3,E06,06,E,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.9600000381469727,146.83999633789062,0.0
Yeast_strain_1,F01,01,F,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.690000057220459,146.08999633789062,0.0
Yeast_strain_1,F02,02,F,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.759999990463257,144.97999572753906,0.0
Yeast_strain_2,F03,03,F,178.0,17.802799224853516,3.499999046325684,805.28,5.28,4.199999809265137,145.8800048828125,0.0
Yeast_strain_2,F04,04,F,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.7799999713897705,146.25999450683594,0.0
Yeast_strain_3,F05,05,F,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.880000114440918,145.82000732421875,0.0
Yeast_strain_3,F06,06,F,178.0,17.802799224853516,3.499999046325684,805.28,5.28,3.619999885559082,145.50999450683594,0.0
Yeast_strain_1,C01,01,C,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.009999990463257,145.75,0.0
Yeast_strain_1,C02,02,C,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.0199999809265137,146.47000122070312,0.0
Yeast_strain_2,C03,03,C,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.009999990463257,147.3000030517578,0.0
Yeast_strain_2,C04,04,C,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.119999885559082,147.1699981689453,0.0
Yeast_strain_3,C05,05,C,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.1600000858306885,146.60000610351562,0.0
Yeast_strain_3,C06,06,C,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.0899999141693115,146.22000122070312,0.0
Yeast_strain_1,D01,01,D,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.3399999141693115,146.0800018310547,0.0
Yeast_strain_1,D02,02,D,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.440000057220459,145.6199951171875,0.0
Yeast_strain_2,D03,03,D,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.3399999141693115,146.80999755859375,0.0
Yeast_strain_2,D04,04,D,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.490000009536743,146.41000366210938,0.0
Yeast_strain_3,D05,05,D,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.4800000190734863,146.25999450683594,0.0
Yeast_strain_3,D06,06,D,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.670000076293945,146.58999633789062,0.0
Yeast_strain_1,E01,01,E,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.829999923706055,146.3800048828125,0.0
Yeast_strain_1,E02,02,E,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.619999885559082,146.69000244140625,0.0
Yeast_strain_2,E03,03,E,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.7100000381469727,146.60000610351562,0.0
Yeast_strain_2,E04,04,E,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.890000104904175,146.72000122070312,0.0
Yeast_strain_3,E05,05,E,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.859999895095825,146.5500030517578,0.0
Yeast_strain_3,E06,06,E,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.920000076293945,146.6999969482422,0.0
Yeast_strain_1,F01,01,F,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.700000047683716,146.47000122070312,0.0
Yeast_strain_1,F02,02,F,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.7699999809265137,145.4199981689453,0.0
Yeast_strain_2,F03,03,F,179.0,17.902799606323242,3.59999942779541,805.44,5.44,4.079999923706055,145.36000061035156,0.0
Yeast_strain_2,F04,04,F,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.859999895095825,146.75999450683594,0.0
Yeast_strain_3,F05,05,F,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.849999904632568,146.5399932861328,0.0
Yeast_strain_3,F06,06,F,179.0,17.902799606323242,3.59999942779541,805.44,5.44,3.670000076293945,145.52999877929688,0.0
Yeast_strain_1,C01,01,C,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.0799999237060547,145.66000366210938,0.0
Yeast_strain_1,C02,02,C,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,2.990000009536743,146.55999755859375,0.0
Yeast_strain_2,C03,03,C,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.049999952316284,146.9600067138672,0.0
Yeast_strain_2,C04,04,C,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.0299999713897705,147.10000610351562,0.0
Yeast_strain_3,C05,05,C,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.2699999809265137,146.69000244140625,0.0
Yeast_strain_3,C06,06,C,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.180000066757202,145.3699951171875,0.0
Yeast_strain_1,D01,01,D,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.4200000762939453,145.74000549316406,0.0
Yeast_strain_1,D02,02,D,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.5299999713897705,145.38999938964844,0.0
Yeast_strain_2,D03,03,D,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.5199999809265137,146.66000366210938,0.0
Yeast_strain_2,D04,04,D,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.5,145.7899932861328,0.0
Yeast_strain_3,D05,05,D,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.559999942779541,145.8699951171875,0.0
Yeast_strain_3,D06,06,D,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.680000066757202,146.6300048828125,0.0
Yeast_strain_1,E01,01,E,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.839999914169312,146.44000244140625,0.0
Yeast_strain_1,E02,02,E,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.5799999237060547,146.5399932861328,0.0
Yeast_strain_2,E03,03,E,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.7300000190734863,146.19000244140625,0.0
Yeast_strain_2,E04,04,E,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.849999904632568,146.4199981689453,0.0
Yeast_strain_3,E05,05,E,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.7799999713897705,146.85000610351562,0.0
Yeast_strain_3,E06,06,E,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.900000095367432,146.07000732421875,0.0
Yeast_strain_1,F01,01,F,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.7799999713897705,146.72999572753906,0.0
Yeast_strain_1,F02,02,F,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.839999914169312,144.6699981689453,0.0
Yeast_strain_2,F03,03,F,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,4.21999979019165,144.94000244140625,0.0
Yeast_strain_2,F04,04,F,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.7799999713897705,146.4499969482422,0.0
Yeast_strain_3,F05,05,F,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.900000095367432,146.5,0.0
Yeast_strain_3,F06,06,F,180.0,18.00279998779297,3.6999998092651367,805.76,5.76,3.75,145.35000610351562,0.0
Yeast_strain_1,C01,01,C,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.0299999713897705,145.88999938964844,0.0
Yeast_strain_1,C02,02,C,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.049999952316284,146.16000366210938,0.0
Yeast_strain_2,C03,03,C,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.059999942779541,146.77999877929688,0.0
Yeast_strain_2,C04,04,C,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.0299999713897705,147.19000244140625,0.0
Yeast_strain_3,C05,05,C,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.2100000381469727,146.60000610351562,0.0
Yeast_strain_3,C06,06,C,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.109999895095825,145.67999267578125,0.0
Yeast_strain_1,D01,01,D,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.690000057220459,146.4199981689453,0.0
Yeast_strain_1,D02,02,D,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.509999990463257,145.3699951171875,0.0
Yeast_strain_2,D03,03,D,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.490000009536743,146.17999267578125,0.0
Yeast_strain_2,D04,04,D,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.5299999713897705,145.63999938964844,0.0
Yeast_strain_3,D05,05,D,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.539999961853028,145.6300048828125,0.0
Yeast_strain_3,D06,06,D,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.7200000286102295,146.16000366210938,0.0
Yeast_strain_1,E01,01,E,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.839999914169312,146.6300048828125,0.0
Yeast_strain_1,E02,02,E,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.670000076293945,146.61000061035156,0.0
Yeast_strain_2,E03,03,E,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.799999952316284,146.4199981689453,0.0
Yeast_strain_2,E04,04,E,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.829999923706055,146.60000610351562,0.0
Yeast_strain_3,E05,05,E,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.880000114440918,146.33999633789062,0.0
Yeast_strain_3,E06,06,E,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.930000066757202,145.94000244140625,0.0
Yeast_strain_1,F01,01,F,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.700000047683716,146.64999389648438,0.0
Yeast_strain_1,F02,02,F,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.890000104904175,145.14999389648438,0.0
Yeast_strain_2,F03,03,F,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,4.170000076293945,144.8800048828125,0.0
Yeast_strain_2,F04,04,F,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.7799999713897705,146.44000244140625,0.0
Yeast_strain_3,F05,05,F,181.0,18.10280036926269,3.8000001907348633,805.92,5.92,3.930000066757202,146.47000122070312,0.0
