Kc_s,Kc_s2,mu_max,mu_max2,Yxs,Yxs2,Yxp,Yxco2,sample_volume,timestamp,m_Glucose,m_Biomass,m_Product,m_CO2,v_Volume,v_Feed_accum1,v_Feed_accum2,m_Glutamate,c_Glucose,c_Biomass,c_Product,c_CO2,c_Feed,c_Glutamate,c_Glucose_feed1,c_Glutamate_feed1,c_Glutamate_feed2,mu_true
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,17.93793793793794,34630.86861787469,3302.2331795271934,2384.214295222055,149.0353923125387,800.0,0.0,0.0,720.6582544292238,43.28858577234336,4.127791474408991,2.980267869027569,0.18629424039067338,0.0,0.9008228180365297,100,1,10,0.11334613186058157
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.01801801801802,34575.177108204996,3332.3366982675675,2408.9446443282486,150.39587064274315,800.0,0.0,0.0,720.0561840544162,43.218971385256246,4.165420872834459,3.011180805410311,0.18799483830342895,0.0,0.9000702300680203,100,1,10,0.1132956643466507
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.0980980980981,34519.00313000167,3362.701010809902,2433.889238215022,151.76813511393928,800.0,0.0,0.0,719.4488978035696,43.14875391250209,4.203376263512378,3.0423615477687775,0.1897101688924241,0.0,0.899311122254462,100,1,10,0.11324471812105887
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.17817817817818,34462.34299404171,3393.3281113288017,2459.0497151172463,153.15227584952288,800.0,0.0,0.0,718.8363557931916,43.07792874255214,4.241660139161002,3.073812143896558,0.1914403448119036,0.0,0.8985454447414896,100,1,10,0.11319328870434402
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.25825825825826,34405.192992762844,3424.220003911972,2484.4277214135072,154.54838342089596,800.0,0.0,0.0,718.2185179415281,43.00649124095356,4.280275004889965,3.105534651766884,0.19318547927611995,0.0,0.8977731474269102,100,1,10,0.11314137157699306
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.33833833833834,34347.54940026355,3455.378702560238,2510.0249116261193,155.95654884746727,800.0,0.0,0.0,717.5953439685629,42.93443675032944,4.319223378200297,3.137531139532649,0.1949456860593341,0.0,0.8969941799607036,100,1,10,0.11308896217902292
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.41841841841842,34289.40847230303,3486.806231187547,2535.8429484211288,157.37686359665273,800.0,0.0,0.0,716.9667933960167,42.86176059037879,4.358507788984434,3.169803685526411,0.1967210794958159,0.0,0.8962084917450208,100,1,10,0.11303605590955429
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.4984984984985,34230.76644630124,3518.504623620949,2561.8835026082975,158.80941958387433,800.0,0.0,0.0,716.3328255473486,42.788458057876554,4.398130779526187,3.202354378260372,0.19851177447984292,0.0,0.8954160319341858,100,1,10,0.11298264812637883
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.57857857857858,34171.61954133884,3550.4759236006244,2588.1482531411243,160.25430917256148,800.0,0.0,0.0,715.6933995477551,42.71452442667355,4.4380949045007805,3.2351853164264055,0.20031788646570184,0.0,0.8946167494346939,100,1,10,0.11292873414551839
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.65865865865866,34111.96395815726,3582.7221847798546,2614.6388871168238,161.71162517414962,800.0,0.0,0.0,715.0484743241706,42.63995494769658,4.4784027309748184,3.2682986088960297,0.202139531467687,0.0,0.8938105929052133,100,1,10,0.11287430924077736
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.73873873873874,34051.79587915864,3615.2454707250536,2641.3570997763486,163.18146084808177,800.0,0.0,0.0,714.3980086052666,42.5647448489483,4.519056838406317,3.3016963747204358,0.2039768260601022,0.0,0.8929975107565832,100,1,10,0.11281936864328712
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.81881881881882,33991.11146840589,3648.047854915731,2668.304594504364,164.66390990180668,800.0,0.0,0.0,713.741960921453,42.488889335507366,4.560059818644664,3.335380743130455,0.20582988737725835,0.0,0.8921774511518162,100,1,10,0.11276390754104311
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.8988988988989,33929.9068716226,3681.1314207445357,2695.483082829277,166.159066490781,800.0,0.0,0.0,713.080289604877,42.412383589528254,4.6014142759306695,3.3693538535365963,0.20769883311347623,0.0,0.8913503620060962,100,1,10,0.11270792107843372
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,18.97897897897898,33868.178216193155,3714.498261517209,2722.894284423205,167.66702521846693,800.0,0.0,0.0,712.4129527894235,42.335222770241444,4.643122826896511,3.4036178555290064,0.20958378152308366,0.0,0.8905161909867794,100,1,10,0.11265140435576168
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.05905905905906,33805.92161116265,3748.1504804526166,2750.539927101996,169.1878811363339,800.0,0.0,0.0,711.7399084107153,42.25740201395332,4.685188100565771,3.438174908877495,0.2114848514204174,0.0,0.8896748855133941,100,1,10,0.11259435242875684
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.13913913913914,33743.133147236906,3782.090190682751,2778.4217468252355,170.72172974385865,800.0,0.0,0.0,711.0611142061126,42.17891643404613,4.727612738353439,3.4730271835315443,0.2134021621798233,0.0,0.8888263927576407,100,1,10,0.1125367603080809
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.21921921921922,33679.808896782495,3816.319515252703,2806.5414876962186,172.2686669885236,800.0,0.0,0.0,710.3765277147136,42.099761120978116,4.770399394065879,3.5081768596202734,0.21533583373565449,0.0,0.887970659643392,100,1,10,0.1124786229588239
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.2992992992993,33615.94491382672,3850.840587120685,2834.900901961974,173.82878926581844,800.0,0.0,0.0,709.6861062773539,42.019931142283404,4.813550733900857,3.5436261274524674,0.21728598658227305,0.0,0.8871076328466924,100,1,10,0.11241993529999189
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.37937937937938,33551.53723405762,3885.6555491580384,2863.5017500132644,175.4021934192401,800.0,0.0,0.0,708.9898070366069,41.93942154257203,4.857069436447548,3.5793771875165805,0.2192527417740501,0.0,0.8862372587957585,100,1,10,0.11236069220398577
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.45945945945946,33486.581874823976,3920.7665541491974,2892.345800384562,176.98897674029106,800.0,0.0,0.0,708.2875869367837,41.85822734352997,4.900958192686497,3.6154322504807026,0.22123622092536382,0.0,0.8853594836709796,100,1,10,0.11230088849607169
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.53953953953954,33421.07483513529,3956.1757647917334,2921.4348297540823,178.5892369684818,800.0,0.0,0.0,707.579402723933,41.77634354391911,4.9452197059896665,3.651793537192603,0.22323654621060224,0.0,0.8844742534049161,100,1,10,0.11224051895384174
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.61961961961962,33355.01209566182,3991.885353696312,2950.770622943749,180.20307229132837,800.0,0.0,0.0,706.8652109458413,41.69376511957727,4.98985669212039,3.688463278679686,0.22525384036416046,0.0,0.8835815136823016,100,1,10,0.112179578306666
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.6996996996997,33288.38961873453,4027.897503386736,2980.35497291923,181.8305813443545,800.0,0.0,0.0,706.1449679520329,41.610487023418166,5.03487187923342,3.7254437161490377,0.22728822668044313,0.0,0.8826812099400411,100,1,10,0.11211806123513476
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.77977977977978,33221.20334834516,4064.2144062999087,3010.1896807899066,183.4718632110901,800.0,0.0,0.0,705.4186298937694,41.52650418543145,5.080268007874886,3.7627371009873833,0.22933982901386263,0.0,0.8817732873672118,100,1,10,0.11205596237049133
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.85985985985986,33153.449210146166,4100.838264785853,3040.2765558088895,185.12701742307186,800.0,0.0,0.0,704.6861527240505,41.441811512682705,5.1260478309823165,3.800345694761112,0.23140877177883984,0.0,0.8808576909050632,100,1,10,0.11199327629405487
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,19.93993993993994,33085.123112954934,4137.771290294628,3070.61741470506,186.7961439230975,800.0,0.0,0.0,703.9474922138751,41.356403891193665,5.172214112868285,3.838271768381325,0.2334951799038719,0.0,0.8799343652673438,100,1,10,0.1119299975380274
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.02002002002002,33016.2210028346,4175.015674143457,3101.2140576679735,188.47934174409477,800.0,0.0,0.0,703.2026045368985,41.27027625354325,5.218769592679321,3.8765175720849667,0.23559917718011847,0.0,0.8790032556711231,100,1,10,0.11186612063506565
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.1001001001001,32946.7387823656,4212.573631153727,3132.068304196094,190.17671098122298,800.0,0.0,0.0,702.4514453966931,41.18342347795701,5.265717038942158,3.915085380245117,0.23772088872652872,0.0,0.8780643067458663,100,1,10,0.11180164004298271
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.18018018018018,32876.67231412521,4250.447397770157,3163.1819915516726,191.88835270687176,800.0,0.0,0.0,701.6939700643645,41.09584039265651,5.3130592472126965,3.9539774894395907,0.2398604408835897,0.0,0.8771174625804556,100,1,10,0.11173655014724858
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.26026026026026,32806.017450381485,4288.639216010004,3194.5569615748605,193.61436824527237,800.0,0.0,0.0,700.9301336995676,41.007521812976854,5.360799020012505,3.9931962019685754,0.24201796030659048,0.0,0.8761626671244594,100,1,10,0.11167084528788719
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.34034034034034,32734.770033093322,4327.151333463067,3226.1950606837063,195.35485917249775,800.0,0.0,0.0,700.1598913505063,40.91846254136665,5.408939166828834,4.032743825854633,0.2441935739656222,0.0,0.8751998641881329,100,1,10,0.11160451975887697
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.42042042042042,32662.925893910386,4365.986003291681,3258.0981398741574,197.10992731646246,800.0,0.0,0.0,699.383197953934,40.82865736738798,5.457482504114601,4.072622674842696,0.24638740914557808,0.0,0.8742289974424174,100,1,10,0.11153756780754157
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.5005005005005,32590.480854173155,4405.145484230725,3290.2680547200603,198.8796747569227,800.0,0.0,0.0,698.6000083351531,40.73810106771644,5.506431855288406,4.112835068400075,0.24859959344615337,0.0,0.8732500104189413,100,1,10,0.1114699836339302
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.58058058058058,32517.43072491291,4444.632040587616,3322.70666537316,200.66420382547633,800.0,0.0,0.0,697.8102772080153,40.646788406141134,5.55579005073452,4.15338333171645,0.2508302547818454,0.0,0.8722628465100192,100,1,10,0.11140176139018788
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.66066066066066,32443.771306851726,4484.447942242307,3355.4158365630974,202.46361710556278,800.0,0.0,0.0,697.0139591749215,40.55471413356466,5.605559927802884,4.194269795703872,0.25307952138195344,0.0,0.8712674489686519,100,1,10,0.11133289517991471
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.74074074074074,32369.498390402492,4524.595464647299,3388.397437597417,204.2780174324633,800.0,0.0,0.0,696.2110087268217,40.461872988003115,5.655744330809124,4.235496796996771,0.2553475217905791,0.0,0.8702637609085271,100,1,10,0.11126337905751489
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.82082082082082,32294.607755668883,4565.076888827628,3421.653342361558,206.10750789330058,800.0,0.0,0.0,695.401380243215,40.3682596945861,5.706346111034535,4.2770666779519475,0.2576343848666257,0.0,0.8692517253040188,100,1,10,0.11119320702753395
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.9009009009009,32219.095172445395,4605.894501380866,3455.185429318857,207.952191827039,800.0,0.0,0.0,694.5850279921503,40.273868965556744,5.757368126726083,4.318981786648571,0.25994023978379877,0.0,0.868231284990188,100,1,10,0.11112237304398558
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,20.98098098098098,32142.956400217303,4647.050594477132,3488.995581510554,209.81217282448472,800.0,0.0,0.0,693.761906130225,40.17869550027163,5.808813243096415,4.361244476888192,0.2622652160306059,0.0,0.8672023826627813,100,1,10,0.11105087100966635
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.06106106106106,32066.187188160697,4688.547465859081,3523.0856865557844,211.68755472828545,800.0,0.0,0.0,692.931968702586,40.08273398520087,5.860684332323851,4.403857108194731,0.2646094434103568,0.0,0.8661649608782325,100,1,10,0.11097869477545919
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.14114114114114,31988.78327514247,4730.387418841908,3557.4576366515807,213.57844163293046,800.0,0.0,0.0,692.0951696429295,39.98597909392809,5.912984273552385,4.446822045814476,0.26697305204116306,0.0,0.8651189620536619,100,1,10,0.11090583813962457
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.22122122122122,31910.740389720304,4772.572762313346,3592.1133285728765,215.48493788475074,800.0,0.0,0.0,691.2514627735007,39.88842548715038,5.965715952891682,4.4901416607160956,0.2693561723559384,0.0,0.864064328466876,100,1,10,0.11083229484707974
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.3013013013013,31832.054250142697,4815.105810733676,3627.0546636725053,217.40714808191908,800.0,0.0,0.0,690.4008018050941,39.79006781267837,6.018882263417095,4.533818329590631,0.27175893510239885,0.0,0.8630010022563677,100,1,10,0.11075805858866548
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.381381381381384,31752.720564348932,4857.988884135709,3662.2835478811962,219.34517707444968,800.0,0.0,0.0,689.5431403370535,39.690900705436164,6.072486105169636,4.577854434851496,0.2741814713430621,0.0,0.8619289254213168,100,1,10,0.11068312300040026
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.46146146146146,31672.735029969124,4901.224308124796,3697.801891707574,221.29912996419827,800.0,0.0,0.0,688.6784318572717,39.590918787461405,6.126530385155995,4.622252364634468,0.27662391245524787,0.0,0.8608480398215896,100,1,10,0.11060748166272115
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.54154154154154,31592.093334324152,4944.814413878834,3733.6116102381675,223.26911210486256,800.0,0.0,0.0,687.8066297421909,39.49011666790519,6.181018017348542,4.667014512797709,0.2790863901310782,0.0,0.8597582871777386,100,1,10,0.11053112809971195
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.62162162162162,31510.791154425715,4988.76153814826,3769.7146231374054,225.25522910198188,800.0,0.0,0.0,686.9276872568024,39.388488943032144,6.2359519226853255,4.712143278921757,0.2815690363774774,0.0,0.858659609071003,100,1,10,0.11045405577831735
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.7017017017017,31428.82415697631,5033.068023256046,3806.1128546476093,227.25758681293698,800.0,0.0,0.0,686.0415575546467,39.28603019622039,6.291335029070058,4.757641068309511,0.28407198351617124,0.0,0.8575519469433084,100,1,10,0.11037625810754366
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.781781781781785,31346.187998369245,5077.736217097703,3842.8082335890003,229.27629134695025,800.0,0.0,0.0,685.1481936778135,39.18273499796155,6.3471702713721285,4.8035102919862505,0.2865953641836878,0.0,0.856435242097267,100,1,10,0.1102977284376453
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.86186186186186,31262.878324688616,5122.7684731412855,3879.8026933597,231.3114490650859,800.0,0.0,0.0,684.2475485569419,39.07859790586077,6.403460591426607,4.849753366699625,0.2891393113313574,0.0,0.8553094356961773,100,1,10,0.11021846005929696
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,21.94194194194194,31178.890771709324,5168.167150427389,3917.09817193573,233.36316658024973,800.0,0.0,0.0,683.3395750112198,38.97361346463666,6.460208938034237,4.8963727149196625,0.29170395822531214,0.0,0.8541744687640248,100,1,10,0.11013844620275083
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,100.0,22.0,31117.57342510164,5201.311662107219,3944.326727901753,234.86107751533058,800.0,0.0,0.0,682.6766847776232,38.89696678137705,6.501639577634023,4.930408409877192,0.29357634689416323,0.0,0.853345855972029,100,1,10,0.11007996612236719
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,100.0,22.0,27227.876746963935,4551.147704343816,3451.285886914034,234.86107751533058,700.0,0.0,0.0,585.1514440951056,38.89696678137705,6.501639577634023,4.930408409877192,0.3355158250219008,0.0,0.8359306344215794,100,1,10,0.10885631971724444
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.02202202202202,27207.670796856528,4562.069839537009,3460.2585328908126,235.3546852021281,700.0,0.0,0.0,584.9330013912418,38.86810113836647,6.517242627910013,4.943226475558304,0.33622097886018304,0.0,0.8356185734160596,100,1,10,0.1088338711150988
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.1021021021021,27133.820623605807,4601.988852104966,3493.0524107525416,237.1587584079965,700.0,0.0,0.0,584.1346211398826,38.762600890865436,6.57426978872138,4.990074872503631,0.33879822629713785,0.0,0.8344780301998322,100,1,10,0.10875175742515948
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.182182182182185,27059.381018630385,4642.2264764160045,3526.108031425923,238.97723074029085,700.0,0.0,0.0,583.3298686536618,38.65625859804341,6.6317521091657206,5.037297187751318,0.3413960439147012,0.0,0.8333283837909454,100,1,10,0.10866888184686722
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.26226226226226,26984.348321029094,4682.7846913356225,3559.42702056924,240.8101916305376,700.0,0.0,0.0,582.5187043552695,38.549069030041565,6.689692416193746,5.084895743670343,0.34401455947219656,0.0,0.832169577650385,100,1,10,0.10858523752680102
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.34234234234234,26908.718874614082,4723.665473181575,3593.0110017477805,242.65773039512203,700.0,0.0,0.0,581.7010887183504,38.4410269637344,6.748093533116536,5.132872859639686,0.34665390056446005,0.0,0.8310015553119292,100,1,10,0.1085008175634075
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.42242242242242,26832.48902791085,4764.870795723862,3626.8615964338214,244.51993623528787,700.0,0.0,0.0,580.8769822675047,38.332127182729785,6.806958279605517,5.181230852048317,0.3493141946218398,0.0,0.8298242603821495,100,1,10,0.10841561500620325
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.5025025025025,26755.655134158253,4806.402630184726,3660.9804240066355,246.3968982371373,700.0,0.0,0.0,580.0463455782874,38.222364477368934,6.866289471692466,5.229972034295193,0.3519955689101961,0.0,0.8286376365404106,100,1,10,0.10832962285496392
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.582582582582585,26678.213551308465,4848.262945238664,3695.3691017524934,248.2887053716313,700.0,0.0,0.0,579.2091392772087,38.11173364472638,6.9260899217695195,5.279098716789276,0.35469815053090187,0.0,0.8274416275388695,100,1,10,0.10824283405890013
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.66266266266266,26600.16064202704,4890.453707012408,3730.029244864653,250.19544649458896,700.0,0.0,0.0,578.3653240417337,38.00022948861006,6.986362438589154,5.328613206949504,0.3574220664208414,0.0,0.8262361772024768,100,1,10,0.10815524151581948
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.74274274274274,26521.49277369283,4932.976879084954,3764.9624664433777,252.11721034668858,700.0,0.0,0.0,577.5148606002829,37.88784681956118,7.04710982726422,5.378517809204825,0.36016744335241224,0.0,0.8250212294289755,100,1,10,0.10806683807127461
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.822822822822822,26442.206318398057,4975.834422487534,3800.1703774959196,254.05408555346656,700.0,0.0,0.0,576.6577097322313,37.774580454854366,7.108334889267905,5.428814824994171,0.36293440793352366,0.0,0.8237967281889018,100,1,10,0.10797761651769684
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.902902902902902,26362.29765294828,5019.028295703631,3835.6545869365286,256.00616062531805,700.0,0.0,0.0,575.7938322679094,37.660425218497544,7.170040422433758,5.47950655276647,0.3657230866075972,0.0,0.8225626175255848,100,1,10,0.10788756959351534
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,22.982982982982985,26281.763158862395,5062.560454668972,3871.416701586446,257.97352395749664,700.0,0.0,0.0,574.9231890886025,37.545375941231995,7.232229220955674,5.530595287980637,0.36853360565356663,0.0,0.8213188415551465,100,1,10,0.107796689982261
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.063063063063062,26200.59922237266,5106.432852771532,3907.458326173909,259.95626383011444,700.0,0.0,0.0,574.0457411265513,37.429427460532374,7.294904075387904,5.582083323105584,0.37136609118587777,0.0,0.8200653444665019,100,1,10,0.10770497031165517
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.143143143143142,26118.802234424642,5150.647440851541,3943.781063334155,261.9544684081425,700.0,0.0,0.0,573.1614493649511,37.31257462060663,7.358067772645059,5.633972947620221,0.37422066915448926,0.0,0.8188020705213587,100,1,10,0.10761240315268258
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.223223223223222,26036.36859067728,5195.206167201466,3980.3865136094105,263.96822574141,700.0,0.0,0.0,572.2702748379526,37.19481227239611,7.421723096002094,5.686266448013444,0.3770974653448714,0.0,0.8175289640542179,100,1,10,0.10751898101864822
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.303303303303302,25953.294691502848,5240.110977566026,4017.276275448899,265.99762376460484,700.0,0.0,0.0,571.3721786306614,37.076135273575495,7.485872825094323,5.738966107784141,0.3799966053780069,0.0,0.8162459694723735,100,1,10,0.10742469636421755
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.383383383383386,25869.576941986943,5285.36381514219,4054.4519452088416,268.04275029727364,700.0,0.0,0.0,570.4671218791382,36.95653848855277,7.5505197359174145,5.792074207441202,0.3829182147103909,0.0,0.8149530312559117,100,1,10,0.10732954158444
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.463463463463462,25785.211751928546,5330.966620579162,4091.9151171524445,270.1036930438211,700.0,0.0,0.0,569.5550657703986,36.83601678846935,7.615666600827374,5.845593024503492,0.3858624186340302,0.0,0.8136500939577124,100,1,10,0.10723350901375531
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.543543543543542,25700.195535839935,5376.921331978411,4129.667383449925,272.1805395935113,700.0,0.0,0.0,568.6359715424137,36.714565051199905,7.681316188540587,5.8995248334998935,0.3888293422764447,0.0,0.8123371022034481,100,1,10,0.10713659092498165
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.623623623623622,25614.52471294675,5423.229884893647,4167.710334178488,274.2733774204663,700.0,0.0,0.0,567.709800484109,36.5921781613525,7.7474712641337815,5.953871905969268,0.39181911060066615,0.0,0.8110140006915842,100,1,10,0.10703877952828608
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.703703703703702,25528.19570718798,5469.894212330819,4206.045557322326,276.38229388366676,700.0,0.0,0.0,566.7765139353655,36.468851010268544,7.814134589044027,6.008636510460466,0.3948318484052382,0.0,0.8096807341933794,100,1,10,0.10694006697013612
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.783783783783786,25441.20494721596,5516.916244748128,4244.674638772634,278.50737622695186,700.0,0.0,0.0,565.8360732870194,36.3445784960228,7.8813089210687535,6.063820912532335,0.39786768032421693,0.0,0.8083372475528848,100,1,10,0.10684044533223208
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.863863863863862,25353.548866396366,5564.297910056017,4283.599162327596,280.6487115790191,700.0,0.0,0.0,564.8884399808616,36.21935552342338,7.948997014365738,6.119427374753708,0.4009267308271702,0.0,0.8069834856869451,100,1,10,0.1067399066304201
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,23.943943943943946,25265.22390280817,5612.041133617203,4322.820709692411,282.806386953426,700.0,0.0,0.0,563.9335755096379,36.09317700401167,8.017201619453147,6.175458156703444,0.40400912421918,0.0,0.805619393585197,100,1,10,0.10663844281358482
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,24.0,25202.996537975145,5645.677547040461,4350.453367981017,284.326528567528,700.0,0.0,0.0,563.2608472411727,36.00428076853592,8.06525363862923,6.214933382830025,0.40618075509646856,0.0,0.8046583532016752,100,1,10,0.10656686335329578
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,24.0,35202.996537975145,5645.677547040461,4350.453367981017,284.326528567528,800.0,100.0,0.0,663.2608472411727,44.00374567246893,7.057096933800576,5.438066709976272,0.35540816070941,0.0,0.8290760590514659,100,1,10,0.10841664032052392
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,24.0,35202.996537975145,5645.677547040461,4350.453367981017,284.326528567528,800.0,100.0,0.0,663.2608472411727,44.00374567246893,7.057096933800576,5.438066709976272,0.35540816070941,0.0,0.8290760590514659,100,1,10,0.10841664032052392
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,24.0,35202.996537975145,5645.677547040461,4350.453367981017,284.326528567528,805.0,100.0,5.0,713.2608472411727,43.7304304819567,7.013264033590635,5.404289898113065,0.35320065660562483,0.006211180124223602,0.8860383195542517,100,1,10,0.11236371958446288
